Image,Energy,Entropy,InverseDifference,Correlation,InfoMeasureCorrelation1,InfoMeasureCorrelation2,Contrast,DifferenceEntropy,DifferenceVariance,SumAverage,SumEntropy,SumVariance
07137.png,0.000880545,8.58186,0.156021,8.20523e+08,-0.329087,0.98143,335.394,3.32727,276.799,159.895,5.79563,40136.6
09516.png,0.000756986,8.12491,0.226746,8.7379e+08,-0.41065,0.991874,243.927,2.77784,213.86,178.776,5.78837,38540.5
04906.png,0.000403632,9.08767,0.108353,3.38252e+09,-0.313927,0.981396,821.997,3.59553,724.791,209.191,6.06925,61783.4
10190.png,0.00145598,8.07737,0.299744,1.20631e+09,-0.456055,0.995405,390.901,2.81851,352.111,186.53,5.88431,49023.1
10053.png,0.000669585,8.16514,0.239716,2.86325e+09,-0.442654,0.994764,147.987,2.66892,124.208,258.262,5.91802,76000.5
15765.png,0.0024652,8.08876,0.166641,3.30187e+08,-0.382937,0.988275,155.588,2.88071,126.037,148.356,5.68541,32729.4
07945.png,0.000934065,8.23222,0.228348,2.86204e+09,-0.427337,0.993815,195.031,2.79765,165.799,304.168,5.90628,102645
13311.png,0.000489879,8.85657,0.144379,2.49759e+09,-0.348282,0.986958,652.44,3.3853,577.094,186.762,6.04246,51268.7
05137.png,0.00475772,8.0375,0.241776,6.4672e+08,-0.42533,0.992944,322.851,2.9289,284.145,200.885,5.73269,60666.7
07007.png,0.0106949,6.74052,0.52861,6.81597e+08,-0.639558,0.999047,179.503,1.93652,167.913,300.974,5.48417,110127
05547.png,0.00175537,7.24074,0.277557,2.99273e+08,-0.459579,0.992869,121.451,2.30327,108.086,176.212,5.3708,41241
11343.png,0.00167739,7.6068,0.295761,5.63207e+08,-0.494317,0.996345,245.084,2.38486,225.085,161.445,5.72886,34806.1
15604.png,0.0020106,7.69636,0.371567,2.74469e+09,-0.551712,0.998458,166.448,2.29401,149.805,259.172,5.95917,93222.4
00586.png,0.000477909,8.882,0.119919,2.05817e+09,-0.336106,0.984873,523.03,3.38621,454.052,199.297,6.01505,60472.8
14898.png,0.000474886,8.59281,0.220291,3.64178e+09,-0.404319,0.992999,498.174,3.04526,445.727,204.49,6.05732,56049.3
17753.png,0.000718314,8.23639,0.208908,1.08851e+09,-0.429991,0.994034,202.215,2.7819,173.638,159.773,5.92118,40776.8
04787.png,0.00201624,7.8455,0.303772,1.61311e+09,-0.472511,0.995778,166.957,2.68217,141.882,274.143,5.74019,84878.9
12467.png,0.00267058,7.12197,0.398727,5.7283e+08,-0.578556,0.998364,49.7593,1.87822,43.6714,185.246,5.66504,46597.9
08064.png,0.00179182,8.07475,0.239197,6.12124e+08,-0.43569,0.993966,412.83,2.85885,374.037,146.967,5.83495,37418.4
19070.png,0.00214277,8.15137,0.248276,8.52203e+08,-0.408616,0.991742,402.23,2.98591,356.286,218.486,5.77525,58172.3
08834.png,0.000311006,8.99712,0.122299,4.15069e+09,-0.332446,0.984844,555.628,3.4424,481.893,229.617,6.06671,66963.9
16281.png,0.00322574,8.32797,0.249741,1.88318e+09,-0.421056,0.993601,515.844,3.12781,456.555,309.974,5.9346,119757
11671.png,0.000330845,8.76898,0.126862,9.64124e+08,-0.303409,0.976286,430.016,3.33547,365.775,160.179,5.8388,32943.2
08323.png,0.00260037,7.39768,0.405228,1.02307e+09,-0.576407,0.998645,138.746,2.10669,126.914,190.087,5.83553,51145.9
19365.png,0.000226304,9.14631,0.0891418,2.74254e+09,-0.266993,0.96709,482.927,3.61918,396.774,271.623,5.94456,81768.9
10535.png,0.00139804,7.45708,0.372406,7.53324e+08,-0.559094,0.998341,68.3624,2.03965,59.6593,147.818,5.84762,32592.7
08265.png,0.000715827,8.10329,0.187164,1.35176e+09,-0.431132,0.993708,127.373,2.67695,105.655,203.753,5.82923,49988.4
01222.png,0.000983264,8.0236,0.221512,8.60124e+08,-0.442986,0.994359,245.713,2.72876,217.556,175.83,5.80609,47706.6
14059.png,0.0024363,7.60415,0.42659,1.64499e+09,-0.562597,0.99859,336.253,2.36483,310.795,212.22,5.89647,63260.1
14022.png,0.00163268,7.74303,0.338089,2.08325e+09,-0.503892,0.997058,198.117,2.47033,174.916,285.98,5.81918,93428.4
08024.png,0.00173049,7.59365,0.362503,7.04831e+08,-0.511077,0.997058,182.29,2.38295,162.143,169.69,5.75908,45588.9
06884.png,0.00083963,8.3427,0.180328,1.96574e+09,-0.418253,0.993403,218.941,2.87403,186.946,202.919,5.95114,56766
12247.png,0.000126059,9.4159,0.0643768,1.30034e+10,-0.281264,0.974704,758.306,3.71614,655.346,243.899,6.15075,75136.8
04827.png,0.00532005,7.68398,0.337555,6.56478e+08,-0.498242,0.996697,208.794,2.6116,183.78,219.033,5.71519,65139.1
11939.png,0.00371916,7.55723,0.351105,5.14376e+08,-0.52664,0.997574,239.102,2.34108,220.095,161.217,5.76269,35477.9
08850.png,0.0186707,7.79222,0.315262,3.08273e+08,-0.447738,0.993962,445.889,2.94843,397.094,254.583,5.61869,92005.5
14749.png,0.000414022,8.64094,0.153549,1.57997e+09,-0.356464,0.987164,345.645,3.13003,295.666,177.974,5.93001,41366.5
00666.png,0.000506481,8.71705,0.212067,6.13145e+09,-0.396265,0.992649,629.145,3.18247,565.351,231.11,6.10986,71056.4
05565.png,0.0097776,8.20069,0.233032,4.31107e+08,-0.375374,0.987729,404.116,3.18153,347.799,228.489,5.67685,74606.3
04459.png,0.000759535,8.35638,0.272781,5.82819e+09,-0.455898,0.996083,286.06,2.90854,247.023,242.952,6.06983,77705.3
19543.png,0.0333618,7.20457,0.350662,1.81407e+08,-0.489539,0.994951,166.925,2.49689,145.936,262.673,5.34708,96900
00412.png,0.000246878,9.06359,0.0844269,1.60846e+09,-0.289797,0.974534,452.408,3.57114,371.99,177.933,5.96079,45777.4
18446.png,0.00650692,8.15571,0.26619,9.62486e+08,-0.443336,0.994781,308.323,2.88869,269.853,298.655,5.8827,106360
00331.png,0.00154294,7.80002,0.302322,1.40785e+09,-0.49753,0.996915,95.5672,2.41949,79.5188,207.173,5.85015,57079.5
10974.png,0.00302694,6.81145,0.430023,1.12198e+09,-0.626535,0.998922,93.4207,1.71192,87.0088,288.466,5.62705,94150.8
19961.png,0.00250705,8.121,0.215195,4.5912e+08,-0.364651,0.985531,368.997,3.2061,312.639,154.384,5.61484,39244.9
09163.png,0.000253181,8.97351,0.0757751,1.46878e+09,-0.305188,0.978349,498.194,3.42396,427.341,161.561,5.97461,38098.3
01983.png,0.002677,8.11719,0.22377,5.16828e+08,-0.380815,0.988082,384.756,3.10849,333.866,173.062,5.66613,44718.4
10018.png,0.000885186,8.86146,0.109482,2.62742e+09,-0.327609,0.983002,285.405,3.32137,229.493,244.314,5.96374,73844.7
17504.png,0.000532854,8.56858,0.193893,3.21166e+09,-0.402135,0.992699,288.502,3.03212,245.288,204.848,6.04083,59752.5
19471.png,0.0589908,5.87923,0.495499,2.06334e+07,-0.52535,0.991989,58.5913,1.98067,50.4007,124.297,4.5117,21705.5
15957.png,0.000431771,8.63886,0.156616,9.36277e+08,-0.342913,0.984727,442.316,3.2165,384.478,151.332,5.88711,33674.9
10020.png,0.000830162,8.32782,0.199326,1.47323e+09,-0.393749,0.990838,318.796,3.07644,271.253,213.149,5.85293,63562.5
14058.png,0.00118813,8.61468,0.160431,2.52683e+09,-0.379895,0.990402,466.864,3.20231,409.978,241.591,5.98918,81797.3
09967.png,0.000349431,9.26972,0.114059,9.64343e+09,-0.302731,0.979855,714.235,3.68707,613.372,260.123,6.13734,83939.8
03743.png,0.000869647,8.49568,0.18457,2.55579e+09,-0.401353,0.992351,634.057,3.07433,575.937,256.854,5.97588,78337.5
07068.png,0.00122829,8.05261,0.268661,1.85518e+09,-0.454348,0.99523,194.017,2.65375,168.026,239.176,5.87784,68211.1
12270.png,0.000202315,9.19919,0.0740204,5.26915e+09,-0.293284,0.976709,482.809,3.56772,401.35,264.876,6.06424,83035.4
02632.png,0.00127758,8.2235,0.311218,3.71905e+09,-0.465856,0.996315,365.444,2.8672,323.359,251.486,6.00916,78718.4
15071.png,0.0652322,6.19424,0.46933,3.3042e+07,-0.580533,0.996646,46.3424,1.91144,40.0514,140.394,4.86788,32576.7
19759.png,0.000669889,8.24779,0.21962,7.37698e+08,-0.379264,0.988579,278.172,2.92855,239.994,164.438,5.75214,33089.5
06769.png,0.00178273,7.61012,0.330551,2.2648e+09,-0.531961,0.99782,240.142,2.35522,219.28,311.891,5.85792,116202
13945.png,0.00314209,6.72399,0.4991,1.79309e+09,-0.659251,0.999278,64.0915,1.63954,59.9185,305.077,5.62266,110893
08255.png,0.0110676,7.60765,0.367691,4.84646e+08,-0.518519,0.997364,210.176,2.5501,184.682,225.523,5.72661,78236.3
02247.png,0.00153628,7.94168,0.278854,1.64956e+09,-0.470633,0.995912,309.513,2.63968,279.924,260.735,5.86506,86296.3
02646.png,0.00101598,7.68843,0.250076,1.73635e+09,-0.498563,0.996726,155.826,2.36217,139.171,285.252,5.80646,86719
09797.png,0.00157966,8.07786,0.233963,9.16533e+08,-0.420277,0.992636,310.702,2.86729,274.048,193.984,5.78013,50647.2
18730.png,0.000374671,8.68991,0.154236,3.51856e+09,-0.383219,0.991136,324.822,3.08182,279.142,220.057,6.05393,60741.4
05951.png,0.0234063,6.35805,0.422974,2.35895e+07,-0.451529,0.986953,293.081,2.3693,268.942,73.2664,4.72319,15441.2
00236.png,0.00398562,8.74989,0.149261,4.48917e+08,-0.307206,0.977137,832.648,3.60752,732.992,189.003,5.87148,57403.8
12373.png,0.000992331,7.94256,0.194443,2.20065e+08,-0.341541,0.979572,151.305,2.87973,121.526,126.995,5.46022,19370.5
15169.png,0.00246871,7.96363,0.233444,7.12066e+08,-0.44787,0.994531,231.314,2.70546,203.091,197.838,5.81196,55624.5
13194.png,0.0057311,7.87957,0.334152,8.8851e+08,-0.454149,0.994718,463.084,2.92087,414.399,275.877,5.70592,93898.9
11074.png,0.000609034,8.75528,0.163162,1.80286e+09,-0.333986,0.983662,978.946,3.59515,875.17,207.298,5.92113,59625.2
10522.png,0.00121519,8.01901,0.32872,1.13033e+09,-0.465016,0.995792,627.48,2.78462,581.79,166.756,5.88036,38733.2
02125.png,0.00257343,7.31762,0.377441,1.06059e+09,-0.555083,0.998048,56.5283,2.10045,47.598,234.798,5.70617,63336.5
00283.png,0.0052241,8.1421,0.234009,5.80955e+08,-0.392862,0.989886,852.318,3.21285,779.241,246.977,5.76333,92500.2
09515.png,0.000785558,8.22824,0.181656,9.84137e+08,-0.388173,0.989718,153.014,2.84501,124.332,198.602,5.77816,45050.7
07301.png,0.00108045,8.37763,0.198059,2.37739e+09,-0.417226,0.993431,229.842,2.9265,194.294,266.936,5.96641,87633.3
19554.png,0.002165,8.65921,0.144745,4.52103e+08,-0.319475,0.979696,507.458,3.4355,433.868,143.212,5.83283,34925.5
06913.png,0.000571158,8.23825,0.188095,1.82269e+09,-0.422184,0.993394,152.673,2.72763,127.752,218.124,5.88347,57529.3
08130.png,0.00109178,7.83653,0.292068,1.7654e+09,-0.500301,0.997105,174.996,2.45711,154.647,206.002,5.9089,56445
13353.png,0.000412944,9.03682,0.134796,1.09741e+10,-0.348818,0.987969,626.626,3.47739,545.5,237.39,6.1499,73006.9
04060.png,0.000220489,8.92774,0.067337,7.31319e+08,-0.262911,0.963077,404.641,3.48733,332.3,160.361,5.80721,33483.3
03296.png,0.000503464,8.68342,0.17804,6.80758e+09,-0.406546,0.993502,303.627,3.03197,260.766,227.31,6.12589,70767.2
06713.png,0.00392863,7.76944,0.263321,1.79522e+08,-0.410846,0.990283,382.862,2.81918,345.18,115.634,5.5528,23409.4
05838.png,0.0122131,7.73643,0.264587,5.09617e+08,-0.46366,0.994927,254.179,2.71266,225.14,295.453,5.65455,108322
00136.png,0.000446247,9.29546,0.0627136,2.73654e+09,-0.246216,0.959296,566.895,3.78032,461.306,251.407,5.9607,73114.3
04343.png,0.00472975,8.23003,0.213959,1.00276e+09,-0.416791,0.992874,244.313,2.92302,208.876,253.776,5.83049,79834.6
11819.png,0.000834104,8.07324,0.29184,4.19968e+09,-0.487868,0.997033,564.123,2.66994,523.929,290.683,6.01486,95724.4
07436.png,0.000147806,9.07207,0.046524,1.65468e+09,-0.262155,0.964343,307.615,3.47323,238.863,207.564,5.89256,49716
01211.png,0.00149865,7.88768,0.26001,8.09745e+08,-0.428704,0.992715,193.465,2.74582,165.692,199.463,5.67615,52782.7
03146.png,0.00310838,7.47923,0.344589,1.81443e+08,-0.461807,0.993995,321.167,2.57982,292.531,104.461,5.50794,17783.1
00459.png,0.00216186,7.24618,0.472107,2.90608e+09,-0.641652,0.999423,154.345,1.84101,145.554,230.712,5.9673,78062.1
15750.png,0.000923718,8.3065,0.248917,3.12259e+09,-0.448565,0.995536,448.121,2.87672,406.912,228.146,6.01751,68639.4
15704.png,0.000334438,8.70994,0.127304,2.90406e+09,-0.357351,0.987664,303.544,3.15198,256.438,272.054,5.96479,84175.3
13730.png,0.00118285,7.80652,0.298996,2.421e+09,-0.508101,0.997342,100.14,2.45594,83.6767,242.801,5.88399,80210.9
17385.png,0.00136031,9.0902,0.129227,1.49612e+09,-0.286039,0.973533,995.817,3.80544,872.003,210.408,5.95921,59601.7
00210.png,0.00140973,7.7911,0.381668,2.08456e+09,-0.531415,0.99807,474.37,2.5001,441.943,192.295,5.93959,58480.2
13297.png,0.00373857,7.78725,0.313065,8.44073e+08,-0.471282,0.995552,261.758,2.68429,231.58,214.346,5.73102,62486.2
05702.png,0.00214482,7.32785,0.396027,9.98125e+08,-0.552457,0.997992,117.078,2.08679,105.575,219.481,5.71578,55285.6
05725.png,0.0985059,5.92914,0.506927,8.98299e+06,-0.496408,0.989431,147.171,2.17736,131.804,74.5585,4.4146,13883.1
04002.png,0.000842543,7.98767,0.211487,1.16782e+09,-0.4266,0.992909,126.684,2.62173,105.18,228.797,5.75523,57889.4
06244.png,0.000692298,8.17172,0.235886,2.55981e+09,-0.470192,0.996422,183.208,2.62733,160.311,204.46,6.00783,56905.8
06335.png,0.000506275,8.34869,0.165634,7.7265e+08,-0.365702,0.987076,364.84,2.97551,321.981,160.119,5.77649,32309.1
17449.png,0.00457884,7.43811,0.367889,1.14114e+09,-0.537212,0.997709,173.895,2.37168,154.719,304.415,5.73204,119089
16994.png,0.00681572,7.70886,0.337296,8.84233e+08,-0.5208,0.99762,314.624,2.46772,289.872,277.26,5.83704,96628.5
15639.png,0.171307,4.74287,0.609467,2.25675e+06,-0.566057,0.987719,50.4196,1.66534,44.9369,43.1359,3.7117,5893.62
13682.png,0.000425067,8.77624,0.155807,1.46646e+09,-0.3363,0.984273,721.526,3.36244,642.512,183.349,5.94263,43279.7
16516.png,0.00846128,7.89946,0.300705,3.19244e+08,-0.43064,0.992909,325.437,2.89926,284.944,188.988,5.66518,51021.7
06885.png,0.0206854,6.80146,0.492691,1.65478e+08,-0.555561,0.997133,460.926,2.25771,434.663,186.088,5.26787,58931.5
19225.png,0.00162617,7.94837,0.289047,2.87123e+09,-0.504673,0.997459,208.933,2.57435,185.289,279.939,5.97398,101498
08597.png,0.00511767,7.65374,0.369705,6.60709e+08,-0.491995,0.996334,384.751,2.59409,353.485,203.4,5.68969,62085.4
08234.png,0.00103321,8.0639,0.276276,1.1749e+09,-0.446912,0.994768,275.777,2.76187,242.208,168.358,5.85986,47817.6
16130.png,0.000429799,8.70305,0.182846,7.60245e+09,-0.394972,0.99247,738.2,3.13744,674.995,263.666,6.08641,83807.3
09387.png,0.00134566,7.79104,0.326126,1.23259e+09,-0.500449,0.99702,115.361,2.41595,98.2521,183.612,5.85812,45307.2
01049.png,0.000397968,8.79414,0.133698,2.88612e+09,-0.337081,0.984543,593.296,3.35793,522.399,246.688,5.96849,78302.1
12363.png,0.00223176,8.18066,0.24147,1.55985e+09,-0.442264,0.99478,331.492,2.87301,295.64,239.562,5.88251,71538
09501.png,0.000284005,8.75767,0.0582123,5.18274e+08,-0.274159,0.966071,333.98,3.35316,273.616,154.956,5.74168,33472.6
07637.png,0.000822202,7.95614,0.228851,1.2904e+09,-0.46035,0.995352,143.715,2.50361,124.557,212.043,5.84803,52614.3
06706.png,0.00123155,7.94301,0.320419,2.48137e+09,-0.50413,0.997433,256.761,2.55123,230.505,225.591,5.96236,65843.9
05374.png,0.00414563,6.96127,0.518417,1.00029e+09,-0.643506,0.99927,108.25,1.81254,99.9604,232.175,5.72847,63546.7
04762.png,0.00051018,8.93198,0.135605,7.27204e+09,-0.354769,0.988382,522.016,3.38119,452.426,274.518,6.11161,98799.7
03507.png,0.0121755,7.89271,0.302979,5.15106e+08,-0.457757,0.994995,293.288,2.88989,254.685,271.163,5.72697,100008
11806.png,0.00139702,7.99057,0.243195,5.96912e+08,-0.39028,0.988757,291.499,2.90986,251.241,207.266,5.62953,47276.8
00534.png,0.000887406,8.97879,0.132904,1.90093e+09,-0.31587,0.981116,1089.94,3.65186,979.765,198.252,6.00007,58524.4
13732.png,0.00112514,8.55676,0.207565,1.40186e+09,-0.374222,0.989393,608.303,3.37241,529.813,191.689,5.94371,57957
14916.png,0.00235591,7.93857,0.235336,5.80932e+08,-0.447696,0.994443,399.599,2.76533,364.041,160.201,5.78364,40814.4
18332.png,0.00193916,7.58859,0.303665,8.77778e+08,-0.467178,0.994733,87.8145,2.41001,73.4084,265.317,5.61104,77332.7
14792.png,0.00879794,7.51921,0.326782,6.23861e+08,-0.479828,0.995312,193.501,2.63761,168.449,280.539,5.54442,98676.1
17189.png,0.00198378,7.29137,0.291565,3.30285e+08,-0.51927,0.996786,46.656,2.14647,38.0199,130.252,5.60634,25465.4
06669.png,0.000230001,9.07311,0.106262,6.74578e+09,-0.331149,0.985039,325.217,3.36212,264.755,244.152,6.11648,72635.9
06570.png,0.00268028,7.99223,0.283493,2.01281e+09,-0.495554,0.997191,264.836,2.65575,237.181,276.165,5.96439,93090
13170.png,0.00185311,7.64217,0.390808,3.43073e+09,-0.55398,0.998447,458.907,2.35685,431.745,306.198,5.93632,115162
12049.png,0.00294325,7.8857,0.227142,1.11077e+09,-0.392804,0.988532,331.652,3.00819,286.912,365.69,5.58463,144697
07757.png,0.000283657,8.8726,0.110321,3.30024e+09,-0.335316,0.984669,309.798,3.25059,257.27,233.94,6.00229,64806.6
06259.png,0.000447626,8.84569,0.151337,3.1229e+09,-0.34703,0.986677,585.495,3.38131,512.35,209.888,6.02513,64289.8
08944.png,0.00062646,8.77626,0.184708,5.00523e+09,-0.374369,0.990409,522.3,3.25552,459.01,270.976,6.07138,91322
19148.png,0.00112863,8.2036,0.172455,4.94399e+08,-0.346074,0.982468,389.6,3.15271,337.847,148.061,5.63558,39384.4
02609.png,0.000845821,8.51514,0.213074,2.4884e+09,-0.411414,0.993382,305.106,3.0307,261.161,192.277,6.0246,51517.8
07428.png,0.00143882,7.99738,0.254517,1.02573e+09,-0.4401,0.994054,213.631,2.6987,185.878,228.802,5.79384,62152.3
08494.png,0.00194798,7.3581,0.377945,1.10423e+09,-0.545433,0.997842,138.594,2.21562,124.602,208.07,5.70212,60698.5
08136.png,0.000157105,9.1248,0.0509949,1.47897e+09,-0.216013,0.938733,426.806,3.63723,340.118,218.932,5.76714,53259.5
05773.png,0.000394777,8.53505,0.154022,2.51933e+09,-0.383044,0.99046,187.016,2.95994,152.793,234.015,5.95838,64382.5
15305.png,0.00306628,7.77798,0.286636,1.02529e+09,-0.472695,0.995617,230.91,2.63602,204.208,237.907,5.73945,73465.6
06198.png,0.00269793,7.64274,0.31987,6.32553e+08,-0.483555,0.995882,228.774,2.49993,206.457,188.049,5.68966,45267.3
13857.png,0.000769962,8.61432,0.213898,3.91943e+09,-0.403768,0.993017,646.902,3.17913,582.471,223.786,6.06827,71133.4
00765.png,0.000402145,8.54823,0.0703888,1.85938e+09,-0.319196,0.978749,270.93,3.18521,222.066,304.856,5.71959,103651
02887.png,0.000627638,8.66931,0.129715,1.60107e+09,-0.34627,0.985531,348.773,3.25272,293.599,256.32,5.909,76946
19567.png,0.000302697,8.938,0.071228,1.48188e+09,-0.272849,0.967342,445.184,3.51825,369.212,261.987,5.83844,76358.7
08190.png,0.000541864,8.74745,0.116287,9.83262e+08,-0.306879,0.977036,513.047,3.47669,437.863,197.068,5.82604,48285.7
09745.png,0.0142993,7.43527,0.381012,3.41782e+08,-0.51612,0.996943,309.637,2.46257,283.645,233.502,5.61791,79009
09858.png,0.00398289,6.89013,0.543854,2.36799e+09,-0.678021,0.999539,152.921,1.74687,144.451,304.983,5.76061,113419
13606.png,0.00448542,7.41965,0.367676,8.21035e+08,-0.530691,0.997462,179.579,2.34562,161.705,228.098,5.65747,71712
09959.png,0.00302789,7.58963,0.397491,2.6049e+09,-0.581366,0.998922,443.45,2.30646,418.504,288.699,5.98592,105552
04569.png,0.00120253,8.55124,0.190048,2.36192e+09,-0.39056,0.991419,391.304,3.15518,338.77,244.051,5.97935,77009.5
19146.png,0.000453241,8.51122,0.172638,2.63178e+09,-0.393568,0.991592,447.559,3.01369,400.776,212.689,5.9757,60037.2
14115.png,0.00145139,7.94147,0.254196,7.18992e+08,-0.436555,0.993585,264.14,2.73442,233.151,161.379,5.74914,47820.9
04693.png,0.00171427,7.59349,0.269669,1.54315e+09,-0.536681,0.997938,82.4735,2.14046,72.9764,241.467,5.85053,67998.7
14811.png,0.00113474,8.40876,0.220276,3.16612e+09,-0.435879,0.99498,266.141,2.91988,229.643,238.813,6.04451,74955.4
16171.png,0.00118036,8.1586,0.204544,8.85108e+08,-0.422768,0.993162,303.991,2.85387,268.29,158.24,5.83977,38698
19991.png,0.00569168,7.43067,0.279007,1.30144e+08,-0.433431,0.991171,180.652,2.62463,156.747,117.279,5.39722,30158.3
19468.png,0.00261504,7.58133,0.377975,7.6483e+08,-0.526289,0.997591,186.762,2.39112,166.774,186.732,5.78964,49546
02623.png,0.0010864,8.26736,0.23436,1.41065e+09,-0.438545,0.994773,252.074,2.77585,220.729,174.632,5.96328,45221.7
15735.png,0.000985299,8.3802,0.222168,1.36351e+09,-0.381713,0.989576,417.562,3.09285,365.321,210.071,5.81077,53536.7
03789.png,0.00854611,6.65817,0.528595,1.02207e+09,-0.634861,0.998905,95.7125,2.05377,84.4172,316.069,5.35834,123588
03145.png,0.00134952,8.16815,0.244385,2.41899e+09,-0.44783,0.995125,276.345,2.8753,239.768,279.851,5.93222,93826.1
15958.png,0.002918,7.38899,0.385406,1.67169e+09,-0.560364,0.998282,201.115,2.23954,184.345,291.223,5.77412,109509
01933.png,0.0116243,6.99736,0.456146,2.67566e+08,-0.600601,0.998673,273.651,2.11445,257.321,180.257,5.56687,50508
13702.png,0.00151155,7.52277,0.272552,1.00172e+09,-0.480921,0.995393,133.602,2.36259,117.81,302.774,5.62171,98242.9
00300.png,0.0007743,8.11834,0.251541,2.78216e+09,-0.484456,0.99697,180.924,2.62024,158.212,229.233,6.0211,69199.3
19653.png,0.00109917,7.83966,0.277206,1.9858e+09,-0.504312,0.997257,120.874,2.42486,104.331,218.192,5.91106,66165
15286.png,0.000935097,8.36031,0.175446,1.0981e+09,-0.391271,0.990688,358.339,3.01444,314.336,186.061,5.86288,46577.8
01239.png,0.000704003,8.55322,0.188751,3.10103e+09,-0.401335,0.992565,256.989,3.03084,216.595,235.117,6.02301,75012
11976.png,0.000414821,8.45734,0.143158,2.97779e+09,-0.411161,0.993167,148.855,2.80856,121.464,257.288,6.00673,81972.5
18507.png,0.00151382,7.63461,0.369736,2.60879e+09,-0.560993,0.99859,102.356,2.23991,89.2346,216.635,5.9436,64238.3
09295.png,0.00809125,7.13718,0.447571,5.44818e+08,-0.564435,0.998035,258.761,2.2637,238.229,237.103,5.55457,74044.2
11156.png,0.000646334,8.41767,0.181381,8.75525e+08,-0.384885,0.990153,362.202,3.0046,318.646,158.677,5.88983,39506.6
06625.png,0.0112824,6.88489,0.523254,6.38478e+08,-0.649324,0.999279,158.963,1.79508,149.509,290.168,5.67679,104183
13376.png,0.000539994,8.61369,0.165924,5.01446e+09,-0.390428,0.991651,210.293,2.98502,173.611,265.942,6.0284,84353
01379.png,0.000483441,8.66442,0.175583,2.63192e+09,-0.373536,0.989809,651.941,3.19951,588.186,202.598,5.98841,55993.1
01991.png,0.0489665,6.98312,0.394699,4.44934e+07,-0.480655,0.993524,248.104,2.59383,219.717,131.818,5.12051,33076.6
01771.png,0.000743111,8.40335,0.217773,2.57193e+09,-0.406146,0.992493,401.175,2.98001,355.564,284.623,5.93764,91430.6
07456.png,0.000383333,8.72871,0.127533,3.30947e+09,-0.366224,0.989095,464.517,3.23317,406.873,218.654,6.01088,68683.8
04296.png,0.00120368,8.3064,0.223755,2.40442e+09,-0.426403,0.993972,295.818,2.9144,257.626,259.416,5.94982,82199.5
15437.png,0.000942139,8.20238,0.219757,2.06786e+09,-0.422018,0.993273,123.306,2.80752,97.2232,235.755,5.85179,64584.3
17970.png,0.00521894,7.14916,0.378891,6.99106e+08,-0.568238,0.99815,83.8389,2.10375,73.8646,235.863,5.63746,71770.6
01176.png,0.000819117,8.67802,0.168823,3.84728e+09,-0.382159,0.990955,497.894,3.19444,440.231,267.73,6.0281,91259.2
10180.png,0.00318931,7.69229,0.318817,1.70566e+09,-0.512745,0.997311,168.408,2.4668,147.647,313.931,5.82736,112775
05327.png,0.000370522,8.56454,0.167206,2.48858e+09,-0.389121,0.991305,235.257,2.98598,197.972,188.62,5.99138,48592.2
19880.png,0.000708391,8.79862,0.141678,1.62445e+09,-0.348914,0.986736,1270.12,3.42698,1174.76,197.61,6.01511,58779.7
16536.png,0.00712689,7.49275,0.382309,6.77792e+08,-0.545105,0.998029,155.912,2.29768,139.137,223.071,5.75571,72961.7
07285.png,0.000945247,8.3343,0.20459,1.21608e+09,-0.412614,0.992856,570.92,2.97104,521.194,178.357,5.93163,54279.1
12536.png,0.000710505,8.00305,0.224426,1.63541e+09,-0.447701,0.994639,274.647,2.62129,246.966,224.273,5.8294,61890.9
03280.png,0.00333828,7.23286,0.278168,1.74302e+08,-0.439446,0.990891,89.6202,2.38914,75.4354,150.179,5.29786,28489.5
03680.png,0.000450236,8.47035,0.094635,8.95402e+08,-0.362243,0.987167,260.723,3.01648,221.682,164.831,5.84504,36322.7
02063.png,0.00320397,7.48797,0.225388,2.33146e+08,-0.406783,0.988236,312.385,2.66915,283.403,152.328,5.37124,49831.9
01442.png,0.002178,8.47728,0.253265,1.88444e+09,-0.419776,0.99397,634.499,3.11294,572.292,224.847,6.03584,73850.5
03794.png,0.00223044,7.6131,0.347809,1.17109e+09,-0.511199,0.9971,243.746,2.42403,221.412,256.749,5.77001,73139.8
18013.png,0.000585482,8.62676,0.191071,2.33294e+09,-0.382462,0.990779,386.707,3.12528,336.348,189.123,6.00382,49310.6
06009.png,0.000737163,8.50257,0.196655,1.76987e+09,-0.388248,0.99094,293.519,3.03107,249.794,224.275,5.94838,60273.1
15814.png,0.00981867,7.38967,0.360001,1.40136e+08,-0.448873,0.99253,500.261,2.77546,454.929,140.142,5.38254,31973.3
15512.png,0.00419735,7.05212,0.475815,1.46044e+09,-0.598189,0.998687,245.787,2.08971,229.065,329.962,5.65227,127733
08178.png,0.00134301,8.23592,0.246979,1.52371e+09,-0.435754,0.994473,317.17,2.79763,282.223,234.386,5.92713,65760.9
05239.png,0.00159847,7.92768,0.254593,1.58142e+09,-0.455481,0.994948,268.986,2.69518,239.049,303.65,5.8078,108910
02753.png,0.0003676,8.74043,0.151596,3.43842e+09,-0.36392,0.988817,554.97,3.2391,492.688,230.853,6.01669,72188.8
07524.png,0.000892379,8.86699,0.119812,1.87492e+09,-0.305764,0.977672,735.805,3.56006,647.433,263.157,5.89365,80128.2
10077.png,0.000792051,8.28411,0.249695,4.15721e+09,-0.45212,0.995698,227.853,2.81193,195.351,232.381,6.01964,68193.2
