Image,Energy,Entropy,InverseDifference,Correlation,InfoMeasureCorrelation1,InfoMeasureCorrelation2,Contrast,DifferenceEntropy,DifferenceVariance,SumAverage,SumEntropy,SumVariance
08260.png,0.0124947,6.51754,0.513153,5.61537e+08,-0.651579,0.999013,121.095,1.80135,113.043,270.196,5.35383,105059
11169.png,0.000241668,9.08227,0.0857544,3.19947e+09,-0.305529,0.979253,439.409,3.49236,366.004,213.66,6.03445,63587.2
11351.png,0.000591427,8.64069,0.174011,3.67725e+09,-0.37818,0.990309,474.505,3.14509,419.172,255.972,5.99198,76683.9
02997.png,0.0006606,8.18681,0.187576,9.21618e+08,-0.399985,0.99096,254.365,2.84413,222.105,203.601,5.78761,48164.8
03881.png,0.055174,6.0606,0.476303,2.40482e+07,-0.574701,0.996011,115.846,1.97208,105.837,100.672,4.75851,20403.7
03946.png,0.000258434,8.93933,0.106094,2.79008e+09,-0.321394,0.982145,357.915,3.3518,296.789,238.689,5.99522,66391
16390.png,0.000547941,8.50146,0.152878,1.8434e+09,-0.397754,0.99201,344.937,2.97321,303.14,186.96,5.98754,49913.7
00735.png,0.00186013,7.70902,0.227158,1.00036e+09,-0.482011,0.995968,71.1765,2.39333,58.0476,237.984,5.73643,65538.9
11261.png,0.00151744,7.94263,0.182312,3.13885e+08,-0.397038,0.989427,217.103,2.7908,187.408,124.061,5.62983,28185.3
17725.png,0.00030455,8.96538,0.101822,5.12762e+09,-0.345847,0.987115,511.316,3.383,441.615,219.458,6.1098,71092.5
00124.png,0.000166292,9.30655,0.0558014,6.30668e+09,-0.27285,0.970866,510.291,3.66317,419.126,287.369,6.05327,96100.6
18502.png,0.0002401,8.9836,0.0830078,2.2211e+09,-0.294329,0.975333,407.445,3.41447,339.229,214.028,5.92945,54802.7
17701.png,0.000129682,9.47407,0.0615692,1.05028e+10,-0.26795,0.970541,1033.1,3.86767,902.599,229.105,6.14625,66162.6
04580.png,0.000164438,9.26688,0.0493317,2.55552e+09,-0.216234,0.941066,757.768,3.86649,635.897,315.778,5.81804,108007
10428.png,0.0408793,7.07001,0.347076,4.94191e+07,-0.462615,0.992374,234.864,2.64739,206.76,128.019,5.1561,32149.8
14842.png,0.000465001,8.64383,0.105347,1.77822e+09,-0.347018,0.985543,291.058,3.14056,244.177,221.942,5.89797,61143.4
11689.png,0.000639658,8.73401,0.145813,1.59326e+09,-0.354458,0.987326,475.478,3.32378,410.434,177.799,5.97422,46339.4
07745.png,0.000364193,8.67259,0.136917,7.40801e+09,-0.395223,0.992391,263.288,2.99434,223.767,263.529,6.08523,83688.9
06316.png,0.0016155,7.43232,0.209106,7.50897e+08,-0.437995,0.991668,189.501,2.4981,169.318,307.854,5.4259,108759
12335.png,0.000334129,8.73123,0.130737,2.76273e+09,-0.373704,0.990129,263.368,3.11703,219.047,185.922,6.05017,49140
14121.png,0.000692363,8.24639,0.178146,2.34323e+09,-0.438937,0.99474,121.14,2.66755,98.68,248.299,5.96502,72124.8
02257.png,0.0172894,6.52444,0.49649,5.00928e+08,-0.624275,0.998562,123.233,1.92856,113.299,351.068,5.28834,141960
07259.png,0.000574275,8.10227,0.196152,2.51273e+09,-0.472601,0.996393,108.718,2.5287,90.7616,225.723,5.98076,62482
09747.png,0.0526656,6.61768,0.43837,7.91425e+07,-0.546632,0.996311,129.685,2.22939,114.868,202.282,5.06707,62776.7
08213.png,0.00124287,8.2283,0.184677,1.03394e+09,-0.422645,0.993395,282.154,2.86001,247.337,188.711,5.8988,59788.5
05573.png,0.00154468,7.32675,0.231903,3.19457e+08,-0.461828,0.9934,81.9157,2.2288,70.3408,178.898,5.4409,35317.4
00656.png,0.000667467,8.09765,0.18248,1.15825e+09,-0.421898,0.992878,121.761,2.66226,99.3076,203.431,5.80475,51835.4
00766.png,0.00122479,8.29038,0.17598,6.9237e+08,-0.393462,0.990649,422.461,3.05538,374.495,147.544,5.83453,34152.6
17742.png,0.000280308,9.10526,0.09375,4.71901e+09,-0.310997,0.980806,542.815,3.48353,463.981,251.725,6.0583,75541.5
17810.png,0.00069941,8.26585,0.217773,2.92783e+09,-0.436393,0.994617,268.744,2.77115,235.771,254.977,5.9639,75963.4
03707.png,0.00749695,7.40926,0.23175,4.10314e+08,-0.438901,0.991645,112.324,2.54838,94.1317,254.081,5.36786,78324.6
07248.png,0.00130033,7.99958,0.254578,2.96401e+09,-0.496915,0.997259,163.83,2.51547,142.789,263.728,5.9969,91134
19800.png,0.000809318,8.29533,0.171051,1.52854e+09,-0.390974,0.990365,308.093,3.01108,265.199,225.41,5.83295,69707.8
10834.png,0.000285638,8.68357,0.102219,2.15928e+09,-0.351971,0.986627,291.144,3.17918,242.815,224.371,5.93343,65447.1
09286.png,0.0517887,6.61592,0.41127,1.75328e+08,-0.53814,0.995888,321.464,2.33197,298.556,340.777,5.06822,144925
06221.png,0.000307911,8.51315,0.0993652,1.06891e+09,-0.355746,0.98631,161.775,2.95195,129.143,194.29,5.85376,47099.3
00105.png,0.00116097,7.76773,0.22438,4.97241e+08,-0.455502,0.994502,102.305,2.47351,85.4637,135.696,5.7151,27333.8
13499.png,0.00019156,9.1834,0.0740204,6.73965e+09,-0.310778,0.981288,725.104,3.5595,634.817,229.238,6.12241,73588
05311.png,0.000555531,8.52139,0.154205,9.9877e+08,-0.362997,0.987572,368.145,3.07791,320.636,179.344,5.88256,41641.2
17782.png,0.000179126,9.18324,0.0769806,5.88639e+09,-0.302731,0.979242,524.363,3.51358,445.198,261.871,6.08758,80933.9
02662.png,0.00644829,6.57782,0.5177,3.42773e+08,-0.61475,0.998441,210.53,1.90186,198.277,156.398,5.35672,50802.7
05482.png,0.000720917,8.1596,0.173157,8.59025e+08,-0.414578,0.992405,224.366,2.75315,195.567,165.106,5.82737,38051.4
16527.png,0.000405204,8.66877,0.107224,1.00579e+09,-0.315031,0.978719,382.246,3.2484,325.053,166.923,5.81486,35927.3
04791.png,0.0020711,8.45246,0.164383,1.69679e+09,-0.378375,0.989459,725.947,3.26426,654.894,308.362,5.87725,109229
02536.png,0.000652091,8.45469,0.233749,2.59393e+09,-0.391866,0.991182,526.826,3.11493,469.416,225.404,5.91609,59864
11196.png,0.0143299,6.00802,0.507187,8.13731e+07,-0.644239,0.998235,53.7589,1.50065,50.2558,117.193,5.06882,30012.2
03064.png,0.000717461,8.42396,0.198807,4.99734e+09,-0.443592,0.995526,445.603,2.87968,402.62,251.735,6.09738,86577.1
00071.png,0.000928519,7.94803,0.193802,5.58175e+08,-0.424341,0.992526,327.657,2.7073,295.656,149.223,5.70893,33988.1
15200.png,0.0012909,7.79292,0.332581,4.21212e+09,-0.540906,0.99832,198.517,2.40285,178.983,277.271,5.99942,94790.5
11523.png,0.000823934,7.80783,0.21875,1.33789e+09,-0.472168,0.995664,56.9339,2.35421,44.2758,220.64,5.79439,55708.4
13150.png,0.00705763,7.52707,0.305206,2.09805e+08,-0.481792,0.995459,388.371,2.57791,358.331,131.111,5.60723,32864.2
15596.png,0.0119595,7.39978,0.35231,5.36193e+08,-0.543419,0.997838,253.224,2.31668,233.629,279.694,5.6782,100234
08594.png,0.000733472,8.07291,0.235001,4.33234e+09,-0.497449,0.997406,123.942,2.44235,106.7,231.706,6.05302,67945.7
05993.png,0.000488576,8.30103,0.113037,4.56149e+08,-0.337594,0.981432,188.525,2.9671,153.697,140.392,5.67244,25088.9
00494.png,0.0545264,5.716,0.562683,1.4002e+08,-0.629943,0.997237,157.123,1.80674,147.295,291.678,4.63085,121541
07821.png,0.00325527,8.36649,0.19931,1.38714e+09,-0.394908,0.991143,474.487,3.22057,414.37,298.22,5.87282,114342
10685.png,0.0496175,6.70936,0.42804,1.85716e+08,-0.537322,0.996122,298.989,2.44289,273.442,334.671,5.08329,140161
14439.png,0.000269921,8.84044,0.0952454,3.99872e+09,-0.35533,0.988019,258.523,3.17027,210.958,223.727,6.05723,62570.6
12308.png,0.000916536,8.06987,0.166595,7.32722e+08,-0.401871,0.990675,228.938,2.78365,198.115,176.279,5.72664,44675
16200.png,0.00881259,8.0506,0.20607,5.21175e+08,-0.40235,0.990595,198.226,2.99388,161.431,291.517,5.69117,105405
14474.png,0.0544356,6.68399,0.408356,1.14162e+08,-0.518089,0.994993,241.723,2.41427,219.753,252.535,5.0403,96871.7
04566.png,0.000286338,8.80751,0.092804,2.11195e+09,-0.351649,0.987249,301.243,3.17918,252.246,208.523,6.02291,56369.2
19657.png,0.00119819,8.07154,0.152344,1.25818e+09,-0.400188,0.990444,121.599,2.75198,97.5576,281.983,5.71458,88335.8
13668.png,0.00133219,7.65632,0.24585,3.96954e+08,-0.453606,0.993964,123.051,2.4365,105.734,150.501,5.62718,28349.9
02819.png,0.000431634,8.42333,0.158081,2.91553e+09,-0.408784,0.992831,167.214,2.8081,138.561,240.314,5.97286,67713
07480.png,0.000906122,8.32896,0.207092,2.16107e+09,-0.442732,0.995227,295.495,2.81798,260.806,183.729,6.02515,49384.2
05829.png,0.000666828,8.37446,0.161758,3.00888e+09,-0.350916,0.984606,234.119,3.04074,192.61,344.807,5.76812,125957
06081.png,0.0165127,7.56156,0.319489,4.07459e+08,-0.435539,0.991975,553.828,2.99984,499.192,312.625,5.43143,126768
15264.png,0.000973169,8.64484,0.174637,4.73611e+09,-0.400173,0.99278,402.656,3.2629,344.525,249.181,6.07613,85624.1
07820.png,0.218743,4.46979,0.665497,4.41903e+07,-0.620164,0.990595,223.009,1.57634,213.74,328.951,3.59063,150303
09429.png,0.00123143,8.03075,0.226501,6.57401e+08,-0.433979,0.993692,333.649,2.78656,298.302,141.778,5.80774,34920.4
08050.png,0.00187563,7.80956,0.250656,1.20749e+09,-0.497318,0.99692,99.5941,2.42133,84.4498,194.415,5.86389,56313.8
01426.png,0.000362077,8.48263,0.103516,7.03076e+08,-0.309775,0.975711,230.845,3.13485,187.267,195.47,5.68245,42618.4
15172.png,0.00120044,7.71395,0.306519,1.84124e+09,-0.534851,0.998058,150.379,2.23201,135.638,221.517,5.93996,62157.7
11283.png,0.00262878,7.76584,0.287979,1.43849e+09,-0.51128,0.997384,321.58,2.51115,294.812,242.619,5.88253,89944.5
18821.png,0.00320804,7.29127,0.338318,9.07178e+08,-0.548035,0.997804,111.107,2.14226,99.7244,254.964,5.66943,77960.4
06942.png,0.000501903,8.49818,0.166855,2.48895e+09,-0.407571,0.992973,417.561,2.95042,375.188,188.167,6.01549,51549.6
11832.png,0.00103882,8.0597,0.18129,5.24493e+08,-0.400087,0.990371,219.114,2.78925,188.618,172.936,5.71714,41619
06539.png,7.48467e-05,9.6873,0.0256805,6.83001e+09,-0.197484,0.93274,888.059,4.0304,738.498,288.103,6.03409,91882.7
13758.png,0.0030783,7.6212,0.268295,2.55801e+08,-0.458787,0.994239,161,2.60756,138.848,119.422,5.61321,25610.1
16422.png,0.000927084,8.472,0.176071,2.10457e+09,-0.378639,0.989598,234.527,3.1468,189.497,253.197,5.87731,77986.5
16360.png,0.00167545,8.69293,0.166443,1.0242e+09,-0.352456,0.986763,624.48,3.35285,551.271,172.892,5.95033,45628.7
05347.png,0.000840173,8.1225,0.223892,5.98416e+09,-0.506896,0.997808,161.573,2.49154,141.997,217.781,6.11663,66486.2
19113.png,0.00195038,7.56206,0.298553,7.93352e+08,-0.508217,0.996877,177.877,2.35202,160.458,216.503,5.7375,58178.3
12391.png,0.0244421,6.92902,0.370941,1.10725e+08,-0.502299,0.994848,341.343,2.43873,315.578,166.333,5.25013,58390.1
12468.png,0.000923124,7.86421,0.266663,1.47656e+09,-0.498084,0.997057,136.218,2.52599,117.039,188.512,5.89621,46769.1
13957.png,0.000234783,8.97894,0.0977173,6.93364e+09,-0.349049,0.987718,357.062,3.26864,301.199,244.221,6.11441,75197.6
11503.png,0.000537986,8.4945,0.151535,2.20612e+09,-0.400122,0.992228,250.203,2.931,213.625,217.798,5.98411,59363.5
01718.png,0.0337384,6.69242,0.457932,2.5882e+08,-0.570437,0.997425,222.172,2.23844,203.846,328.661,5.18474,134509
19756.png,0.000667477,8.11236,0.121521,1.92454e+08,-0.29198,0.966177,161.507,2.99699,126.272,126.387,5.42307,18510.7
03529.png,0.0024487,7.70976,0.385391,1.19632e+09,-0.481457,0.995934,342.644,2.66312,307.902,256.844,5.6942,71157.5
10677.png,0.000643354,8.53381,0.17215,5.46101e+09,-0.417585,0.993969,446.836,3.01504,398.315,282.51,6.07097,99096.3
03900.png,0.00133937,8.19678,0.20166,1.5327e+09,-0.398287,0.990811,409.674,3.07194,355.863,254.963,5.7883,83696.6
07813.png,0.000583775,8.32241,0.210495,2.61676e+09,-0.441029,0.995097,288.009,2.78085,254.859,195.891,6.01316,50950.6
05841.png,0.000511447,8.571,0.157822,2.11465e+09,-0.386735,0.991059,447.894,3.10997,395.069,210.434,5.98834,61176.2
04733.png,0.175512,5.18408,0.585144,5.97328e+07,-0.584117,0.992651,195.964,1.92164,182.859,365.329,4.04559,162614
03369.png,0.000336973,8.50277,0.141495,2.32917e+09,-0.406692,0.992905,216.37,2.85059,185.787,204.717,6.01536,52806
19718.png,0.0025836,7.40088,0.355209,1.71019e+09,-0.563397,0.998371,170.166,2.25971,154.471,254.401,5.80273,90123.5
07364.png,0.000644236,8.1537,0.20694,1.97403e+09,-0.45691,0.995659,150.936,2.6009,128.582,191.304,5.96672,47502.1
07512.png,0.00412219,6.98467,0.444077,8.08544e+08,-0.629066,0.999111,127.332,1.83028,119.294,188.938,5.72718,63577
03666.png,0.00051895,8.43815,0.152588,1.31782e+09,-0.38011,0.989636,194.907,2.95463,160.162,182.583,5.88599,41614.8
17321.png,0.00383789,7.10755,0.494141,1.91228e+09,-0.635396,0.999277,268.776,2.00888,253.261,302.188,5.82039,114425
17621.png,0.00206192,7.53538,0.342026,1.89833e+09,-0.547579,0.998155,130.921,2.23382,117.357,274.258,5.83285,91802.3
12998.png,0.00373596,7.34516,0.335907,1.16059e+09,-0.524335,0.997082,174.745,2.47716,154.351,294.028,5.61005,107345
11461.png,0.000858056,8.13331,0.151718,6.96198e+08,-0.403323,0.991092,221.576,2.78428,191.594,180.11,5.76982,44854.1
15093.png,0.00249888,7.26953,0.317566,4.94225e+08,-0.546211,0.997717,125.893,2.15547,113.271,156.28,5.67672,43012.7
19510.png,0.000642176,8.23255,0.166,3.15657e+09,-0.432178,0.994201,116.786,2.69064,94.1265,292.922,5.9339,95977.6
06577.png,0.000557886,8.65206,0.161057,5.62799e+09,-0.407327,0.993471,253.239,3.03564,212.98,218.668,6.10915,65954.1
05779.png,0.00249265,7.30756,0.241302,1.75594e+08,-0.475352,0.994393,45.1504,2.23054,35.4425,120.044,5.47986,20955.9
17236.png,0.00223921,7.51702,0.283783,6.76222e+08,-0.508022,0.996768,214.76,2.37666,194.867,168.747,5.71557,55967.7
17515.png,0.000518217,8.52635,0.151031,1.98721e+09,-0.3944,0.991741,336.049,3.05826,290.578,203.125,5.99107,58994.8
17178.png,0.00345035,7.58649,0.310364,4.07959e+08,-0.507257,0.996883,155.66,2.37078,138.561,152.888,5.75088,43711.3
06366.png,0.00129384,7.53408,0.238785,1.64085e+09,-0.506441,0.996734,64.837,2.18646,54.4981,290.781,5.72601,91926.8
16169.png,0.000770216,8.01074,0.189651,7.71996e+08,-0.426576,0.992993,155.121,2.61479,131.952,170.862,5.7735,36281.1
19786.png,0.000327689,8.7447,0.104248,2.16684e+09,-0.357462,0.98786,770.947,3.23276,704.138,199.351,6.00694,52738
06200.png,0.00102799,8.24649,0.19577,1.29082e+09,-0.402719,0.991512,373.26,2.99463,329.316,194.802,5.8329,60686
04814.png,0.00328202,7.24751,0.34079,1.39274e+09,-0.560585,0.998092,104.073,2.15387,92.6526,307.541,5.67954,111354
07653.png,0.00235342,8.07341,0.249176,1.7013e+09,-0.466385,0.996001,309.219,2.74075,276.74,271.427,5.93396,100211
17169.png,0.000553724,8.45889,0.191559,2.18079e+09,-0.395977,0.991663,291.457,3.09444,246.079,211.469,5.93385,55073.6
03490.png,0.00181403,7.48052,0.294083,4.12426e+08,-0.489927,0.995816,209.576,2.3396,191.14,154.146,5.62671,31010.1
10855.png,0.0377103,6.19068,0.523224,1.9215e+08,-0.615749,0.997838,140.373,1.85926,130.621,293.516,4.97049,114844
04284.png,0.0047931,7.542,0.296555,1.02067e+09,-0.541302,0.997994,66.1113,2.22762,55.4821,265.598,5.80908,90307.8
07827.png,0.000298698,9.02038,0.138718,8.25062e+09,-0.342162,0.986775,667.466,3.44457,586.459,248.659,6.11164,75155.2
03583.png,0.00048809,9.13522,0.102737,2.42292e+09,-0.289595,0.975078,680.068,3.67092,581.388,197.21,6.00347,54266.5
10081.png,0.000488986,8.49208,0.143311,4.86833e+09,-0.420005,0.99404,186.812,2.86009,156.236,286.689,6.05387,99601.5
16491.png,0.0131125,7.93884,0.245865,3.46342e+08,-0.383921,0.987531,393.586,3.13298,339.769,256.257,5.53047,87878.2
18662.png,0.198286,3.80763,0.723969,1.27738e+06,-0.653202,0.987213,92.4963,1.18893,89.2476,26.6831,3.20182,4071.1
14025.png,0.00360058,7.90861,0.316833,2.05007e+09,-0.507774,0.997506,675.764,2.63055,634.386,309.25,5.93946,113746
05510.png,0.00108614,8.25708,0.186584,1.22718e+09,-0.406239,0.991933,210.407,2.87854,177.448,195.286,5.85372,52990.9
16998.png,0.000735838,8.21981,0.247742,5.00919e+09,-0.476229,0.996806,224.09,2.68164,196.289,234.962,6.06879,73033.4
15560.png,0.000832706,7.85846,0.164001,3.23369e+08,-0.389127,0.98791,150.356,2.69223,126.311,134.295,5.55985,23709.6
18127.png,0.0020479,7.47428,0.319214,7.80886e+08,-0.513409,0.996912,235.884,2.41153,214.205,169.276,5.67649,53877.1
07531.png,0.000499929,8.58208,0.125778,2.11393e+09,-0.372292,0.989252,284.494,3.05892,241.839,215.748,5.94614,60986.8
07112.png,0.000544007,8.65524,0.11557,1.10225e+09,-0.330499,0.98228,443.577,3.27491,382.735,203.326,5.8571,52466.7
19749.png,0.00039964,8.62038,0.104645,1.063e+09,-0.317832,0.978995,355.722,3.18401,303.162,213.399,5.78934,50597.8
00462.png,0.000527364,8.39919,0.190567,5.94703e+09,-0.448801,0.995779,284.436,2.76904,252.181,239.675,6.09451,73019.6
01301.png,0.0054462,7.42843,0.325638,2.95854e+08,-0.488022,0.995544,261.461,2.50355,236.019,159.322,5.57753,46581.6
15446.png,0.0093896,6.99709,0.43692,6.43226e+08,-0.576209,0.998131,180.221,2.1479,165.245,269.339,5.47989,99038.3
09576.png,0.00583028,6.91365,0.351425,8.06211e+08,-0.506443,0.995065,241.611,2.29399,222.245,379.125,5.29,158396
18139.png,0.00155186,7.88218,0.269272,1.49991e+09,-0.479036,0.996223,205.633,2.66741,179.736,213.748,5.82817,64713.2
10008.png,0.000463655,8.63373,0.162872,5.72343e+09,-0.401579,0.992882,339.202,3.05278,293.117,263.14,6.08267,85419.8
08851.png,0.000493634,8.36051,0.127045,1.78648e+09,-0.400236,0.991713,84.3671,2.74,61.7384,240.858,5.90803,66444.3
12837.png,0.0521261,6.37165,0.459137,5.29572e+07,-0.611191,0.998034,505.314,1.98831,483.555,160.061,5.10077,42094.5
03168.png,0.000567594,8.38599,0.173782,3.47301e+09,-0.435037,0.99486,196.814,2.7819,168.073,222.021,6.04225,68689.7
11164.png,0.00103133,8.14596,0.27327,4.22613e+09,-0.488913,0.997205,356.64,2.68212,325.458,231.237,6.05942,75752.8
01844.png,0.000619497,8.15356,0.187881,2.48446e+09,-0.454336,0.995502,136.737,2.58563,116.072,228.792,5.95657,64899.5
02306.png,0.00158686,7.79367,0.266953,1.2795e+09,-0.495044,0.996794,312.499,2.51791,287.601,215.851,5.85287,62128
11502.png,0.0074925,6.27329,0.554062,2.48092e+08,-0.654947,0.998812,98.9116,1.58781,93.0559,186.602,5.26419,42886.7
04217.png,0.00116052,7.98503,0.272171,3.73072e+09,-0.49851,0.997295,301.447,2.55693,274.292,305.947,5.98908,107159
09058.png,0.000264235,9.07644,0.0900116,7.21104e+09,-0.328363,0.984508,451.072,3.46699,378.102,239.242,6.11228,72431.8
19958.png,0.00032744,8.82609,0.115021,3.55499e+09,-0.348498,0.986825,299.7,3.25473,245.619,229.675,6.01252,63535.2
14081.png,0.000751955,8.19667,0.238785,6.19702e+09,-0.476554,0.996776,371.751,2.70769,337.149,285.483,6.06255,102327
15670.png,0.00370498,7.2485,0.296417,2.50414e+08,-0.510619,0.996259,133.424,2.26816,119.185,127.322,5.54727,36514
02575.png,0.000174973,9.22778,0.095108,1.32979e+10,-0.315061,0.982584,478.651,3.50591,401.374,237.319,6.15071,71278
13360.png,0.00441744,7.31522,0.397629,1.57652e+09,-0.583755,0.998701,135.408,2.14395,122.416,315.243,5.78164,112197
13947.png,0.00303002,7.24057,0.33725,2.56208e+08,-0.517802,0.996591,135.033,2.28523,119.927,115.661,5.54727,25086.9
06977.png,0.0006355,8.45558,0.155914,3.72615e+09,-0.404324,0.992506,363.124,2.96094,320.865,293.011,5.9771,102300
16383.png,0.0598368,6.89477,0.339539,2.11751e+07,-0.395111,0.981971,382.535,2.87728,340.239,92.3221,4.84163,21022.4
07376.png,0.000222765,9.03773,0.0891113,1.1658e+10,-0.343092,0.98703,775.956,3.39345,697.103,277.988,6.13678,96235.6
07639.png,0.000359817,8.60437,0.112198,1.86307e+09,-0.362452,0.987915,337.186,3.08715,291.286,201.501,5.93538,59009.8
14523.png,0.0197027,7.24337,0.37912,2.82846e+08,-0.497002,0.995531,606.54,2.63938,565.869,252.28,5.40146,94279
08780.png,0.000378641,8.51935,0.158203,6.60478e+09,-0.426172,0.994604,206.738,2.81482,176.007,226.061,6.09688,64855.2
12868.png,0.000538727,8.81898,0.125885,1.73e+09,-0.3311,0.983475,1094.42,3.49931,985.996,210.712,5.92899,56675.7
02783.png,0.000541714,8.58213,0.182999,6.33497e+09,-0.418251,0.994174,193.247,2.9339,157.738,252.241,6.10935,85516.6
15258.png,0.000656174,8.7954,0.112228,1.85379e+09,-0.348646,0.986672,464.684,3.34554,398.606,194.774,6.01073,60957.6
13653.png,0.00071403,8.05813,0.226486,1.7536e+09,-0.472725,0.996299,173.107,2.58895,150.785,216.201,5.94933,59362.5
08074.png,0.000953273,8.25507,0.185822,8.10501e+08,-0.388318,0.989854,309.632,3.0356,265.724,169.265,5.80275,42689.2
03540.png,0.000333564,8.83169,0.128235,8.21359e+09,-0.371837,0.990324,315.061,3.18745,265.146,287.699,6.10318,96594
14747.png,0.000838654,7.96391,0.25679,2.16208e+09,-0.490341,0.996926,239.742,2.51305,216.071,204.306,5.95444,63270.4
13219.png,0.00108193,8.27055,0.189194,1.32623e+09,-0.392273,0.990407,281.106,3.07772,236.452,218.186,5.80478,64072
03337.png,0.000323709,8.85491,0.116135,3.07574e+09,-0.353018,0.987724,446.79,3.23231,388.239,192.107,6.05664,50379.9
12071.png,0.000807313,8.12114,0.18924,1.74856e+09,-0.421893,0.99295,161.078,2.73184,135.083,250.276,5.8265,71561.8
06408.png,0.00235469,7.43073,0.32457,5.73626e+08,-0.528524,0.997414,153.247,2.22907,138.189,183.772,5.72766,49608.4
12557.png,0.00543861,7.15421,0.446091,4.60437e+08,-0.603027,0.998878,187.162,2.03334,174.173,154.433,5.74292,43851.8
02383.png,0.00203271,7.57252,0.321777,1.04883e+09,-0.519222,0.997328,304.228,2.49047,276.353,222.231,5.79093,76637.5
19918.png,0.00050949,8.66562,0.155167,1.93978e+09,-0.376157,0.990155,410.043,3.13458,357.2,182.809,6.01923,48911.5
09457.png,0.0035764,7.35624,0.308472,1.03803e+09,-0.441778,0.991714,307.985,2.60022,276.697,386.662,5.38194,152618
01944.png,0.000929021,8.06415,0.105484,3.47805e+08,-0.302694,0.969259,575.492,3.25171,511.912,188.71,5.4077,57068.4
12701.png,0.000779772,8.03543,0.2164,1.08893e+09,-0.463036,0.995719,228.454,2.5843,204.493,160.573,5.90899,39804.5
02879.png,0.000334827,8.97949,0.110321,2.82302e+09,-0.326008,0.983418,865.677,3.57262,762.138,196.225,6.04095,52905.6
06241.png,0.00330106,7.30367,0.404785,1.55181e+09,-0.567668,0.998346,145.234,2.28388,128.834,270.278,5.72068,83689.4
15901.png,0.00123808,8.44525,0.152954,1.80522e+09,-0.38132,0.989847,194.643,3.03942,157.002,213.499,5.85398,61422.8
18034.png,0.000776708,7.85525,0.231522,1.55134e+09,-0.491134,0.996747,81.4361,2.32293,68.3337,205.078,5.88901,50309.8
17994.png,0.000618056,8.11712,0.239212,7.34622e+09,-0.503905,0.997704,135.97,2.42152,118.563,247.273,6.10757,77597.6
14543.png,0.000241772,8.90743,0.0867004,2.48958e+09,-0.31618,0.980695,271.963,3.34382,214.258,218.681,5.9501,60846.3
00700.png,0.00304107,7.21399,0.347641,3.12754e+08,-0.52702,0.996919,222.497,2.18797,206.399,162.233,5.56026,32732.7
03515.png,0.00135503,7.33678,0.223343,4.6922e+08,-0.464151,0.993627,27.7187,2.15705,19.9321,190.779,5.4608,38793.4
02858.png,0.000282965,8.88067,0.0842743,1.65906e+09,-0.319464,0.981289,493.566,3.38396,425.109,202.952,5.95361,53832.1
11958.png,0.00147542,8.25249,0.193848,9.72051e+08,-0.424333,0.993626,626.692,3.00834,570.086,160.702,5.9075,41785.2
07636.png,0.000604172,8.26233,0.205536,3.23354e+09,-0.453975,0.99575,400.151,2.72879,364.751,240.819,6.01856,73419.3
11321.png,0.0070163,6.50963,0.417831,7.56943e+07,-0.523147,0.9947,887.372,2.24208,852.426,87.2173,5.08856,17175.9
17196.png,0.0500096,7.24033,0.331131,8.15233e+07,-0.469477,0.993649,202.251,2.68353,175.196,193.379,5.25855,61036.8
04857.png,0.00222857,7.44091,0.307129,8.06905e+08,-0.523182,0.997237,111.453,2.33156,96.7683,201.265,5.69376,56536.7
13492.png,0.000383738,8.64163,0.158691,1.08288e+10,-0.413183,0.993943,229.392,2.918,194.182,267.618,6.12846,86801.4
06400.png,0.000519412,8.76881,0.119843,2.73063e+09,-0.360975,0.988518,620.631,3.31009,551.587,222.462,6.04229,75233.4
13067.png,0.000655171,8.23554,0.187088,1.66129e+09,-0.431505,0.994157,260.246,2.72002,230.969,223.307,5.92724,58696.7
04724.png,0.00342154,6.8839,0.428986,9.61166e+08,-0.605445,0.99864,109.56,1.84863,101.546,273.142,5.5923,86835.9
11950.png,0.00208645,8.22412,0.236343,2.64413e+09,-0.461937,0.996111,266.008,2.77176,234.737,289.803,6.01051,103869
10858.png,0.00140824,8.04919,0.236465,1.47086e+09,-0.461249,0.995649,273.915,2.72213,243.433,188.982,5.90194,57381.2
00087.png,0.00133048,7.88212,0.194565,3.00785e+08,-0.392623,0.988498,512.018,2.86401,468.851,122.035,5.58933,27502.7
11096.png,0.000253255,8.91648,0.0751038,1.35552e+09,-0.294339,0.974748,490.639,3.44721,417.973,178.631,5.90117,43076.3
10115.png,0.00623693,6.69267,0.472702,4.35849e+08,-0.565047,0.997245,64.1705,1.9413,56.6599,243.012,5.26319,66261
16814.png,0.000248883,8.93246,0.0886383,3.02447e+09,-0.33174,0.984316,400.153,3.30771,340.122,226.762,6.02902,63762.3
16420.png,0.000509324,8.31792,0.145325,1.14576e+09,-0.402775,0.991814,348.296,2.85944,311.936,176.641,5.89053,44617.6
00959.png,0.00117753,7.56363,0.290985,1.20182e+09,-0.531251,0.997736,153.986,2.20646,140.835,194.816,5.81861,44549
15113.png,0.000473517,8.31256,0.1465,9.70845e+08,-0.370063,0.987578,132.104,2.84349,104.049,193.956,5.77726,42880
08460.png,0.0537346,6.41655,0.463104,7.39988e+07,-0.578355,0.997112,95.2526,2.02344,85.0197,198.516,5.02637,59954.7
19750.png,0.00530358,6.41408,0.4711,6.11687e+08,-0.630967,0.998561,63.9421,1.65689,59.2201,238.498,5.33086,84714.5
