Image,Energy,Entropy,InverseDifference,Correlation,InfoMeasureCorrelation1,InfoMeasureCorrelation2,Contrast,DifferenceEntropy,DifferenceVariance,SumAverage,SumEntropy,SumVariance
07137.png,0.000325932,8.64132,0.0843201,5.48888e+08,-0.287326,0.96989,338.52,3.29411,281.716,151.912,5.71661,29567.7
09516.png,0.00102884,7.89456,0.225967,1.79943e+09,-0.481822,0.996391,83.257,2.46077,67.8167,221.233,5.87816,64849
04906.png,0.00535897,6.36562,0.583466,1.49015e+08,-0.658144,0.998963,74.8386,1.50443,70.1059,113.437,5.35274,20395.6
10190.png,0.000651299,8.42911,0.177338,1.68099e+09,-0.408272,0.992791,271.886,2.9341,234.256,180.65,5.97563,46490.4
10053.png,0.000563089,9.11979,0.09198,3.4358e+09,-0.279624,0.971624,515.992,3.6407,425.896,307.876,5.98419,106395
15765.png,0.00120649,8.0875,0.194092,1.15982e+09,-0.385775,0.98864,200.997,2.84759,170.342,304.539,5.68095,99927.3
07945.png,0.000462425,8.36088,0.178116,6.05788e+09,-0.452742,0.995917,161.197,2.65557,137.471,250.327,6.08546,77448.3
13311.png,0.0141406,6.83939,0.477676,5.61469e+08,-0.627325,0.99896,202.171,1.93562,190.109,317.071,5.53396,120789
05137.png,0.026599,6.93157,0.377258,1.05404e+08,-0.499392,0.994678,343.991,2.48409,316.465,143.092,5.21892,49877.3
07007.png,0.00150919,8.89835,0.119644,1.80333e+09,-0.323759,0.982398,667.164,3.47905,584.263,241.945,5.97093,72047.1
05547.png,0.000339998,8.86823,0.140442,3.42455e+09,-0.346784,0.986767,528.169,3.34778,458.198,209.88,6.03384,56513.4
11343.png,0.000540821,8.37966,0.153809,1.94379e+09,-0.39384,0.991083,148.337,2.89562,117.924,228.158,5.89248,62298
15604.png,0.000559359,8.45425,0.182343,4.77475e+09,-0.436462,0.995146,184.947,2.82193,154.496,229.85,6.09304,72991.6
00586.png,0.000690437,8.15747,0.218338,4.38907e+09,-0.480302,0.996867,182.096,2.55592,159.335,252.04,6.05218,83064.6
14898.png,0.0101262,7.86576,0.242249,2.24038e+08,-0.411786,0.990832,525.61,3.04197,473.613,145.88,5.59558,45062.5
17753.png,0.000858512,8.31033,0.215393,4.91204e+09,-0.465208,0.996466,237.657,2.72247,208.864,236.138,6.08745,74810.8
04787.png,0.0561579,6.99726,0.373856,5.02651e+07,-0.448539,0.990595,547.477,2.87561,496.135,143.927,5.05066,45167.5
12467.png,0.000346267,8.58003,0.118835,1.48054e+09,-0.33969,0.983749,213.08,3.12036,170.099,212.241,5.84236,51946.6
08064.png,0.000796931,7.99746,0.219803,1.6456e+09,-0.465863,0.995786,85.8402,2.44666,70.1525,226.514,5.89673,58841.4
19070.png,0.00540956,8.21407,0.187454,5.29731e+08,-0.370466,0.987033,375.239,3.13946,325.336,206.144,5.68985,63948.4
08834.png,0.000186248,9.18958,0.0584869,4.14568e+09,-0.277974,0.971663,550.365,3.6424,459.977,284.092,5.99528,98536.7
16281.png,0.000230271,8.8446,0.083374,1.69585e+09,-0.297462,0.975102,336.12,3.29717,278.799,227.992,5.8639,57587
11671.png,0.000288763,8.79528,0.110306,6.74986e+09,-0.372548,0.99027,257.421,3.09671,214.338,264.133,6.08812,84547.5
08323.png,0.0104874,7.76266,0.292343,3.1813e+08,-0.478186,0.995881,202.359,2.70896,174.238,176.767,5.70597,50459.4
19365.png,0.00169663,8.36148,0.228561,2.44817e+09,-0.421647,0.993754,432.379,3.06154,381.996,272.298,5.958,102867
10535.png,0.0022451,7.7869,0.259964,2.2059e+09,-0.493452,0.996709,83.5768,2.5338,66.7446,307.245,5.81287,107709
08265.png,0.000398287,8.63927,0.137894,3.45147e+09,-0.376158,0.990063,320.525,3.05114,275.561,235.633,5.999,67283.4
01222.png,0.00338789,8.01833,0.254364,1.13295e+09,-0.441623,0.994243,322.179,2.8864,283.433,253.16,5.7887,87361.4
14059.png,0.000746465,8.16881,0.242416,2.99914e+09,-0.47359,0.996582,271.918,2.63265,243.506,213.079,6.02853,58158.7
14022.png,0.0171667,6.69582,0.377106,2.97533e+08,-0.543951,0.99641,97.8091,2.17762,86.4863,253.815,5.15281,92452.6
08024.png,0.00186674,8.69381,0.151367,1.69083e+09,-0.37155,0.989672,400.38,3.26025,342.252,220.635,6.01066,68702
06884.png,0.0360878,6.05924,0.362564,1.25818e+07,-0.450429,0.984352,115.99,2.20699,103.729,52.5273,4.51143,9889.59
12247.png,0.00694048,6.91038,0.344818,7.27265e+07,-0.495922,0.994396,100.503,2.17832,88.6394,90.9964,5.261,18225.1
04827.png,0.000199028,9.14221,0.0850067,4.00679e+09,-0.304587,0.979438,415.169,3.47823,342.5,229.628,6.06555,64596.3
11939.png,0.000798061,7.96366,0.167786,1.16616e+09,-0.41835,0.992005,117.525,2.59148,96.9962,240.534,5.7171,65058.6
08850.png,0.0120863,6.0444,0.499329,3.4766e+07,-0.587899,0.996552,125.403,1.75518,118.04,65.3172,4.90762,11025.3
14749.png,0.00496759,7.69656,0.266144,6.04987e+08,-0.439602,0.992931,324.812,2.79648,291.418,205.248,5.56042,72464.2
00666.png,0.000764094,8.22406,0.22345,2.18979e+09,-0.433941,0.994306,229.02,2.83425,196.812,210.55,5.91059,61350.2
05565.png,0.00083278,8.01933,0.276917,3.55404e+09,-0.507306,0.997666,258.201,2.4518,235.007,238.12,6.04839,71118.4
04459.png,0.000692816,8.14528,0.167282,9.19823e+08,-0.409792,0.991852,130.408,2.76568,104.977,175.259,5.79915,43696.4
19543.png,0.000795211,8.10339,0.166199,6.00545e+08,-0.390547,0.989403,195.797,2.81613,165.532,171.955,5.71152,35700.3
00412.png,0.105608,5.27675,0.568405,9.95199e+07,-0.619477,0.995367,175.391,1.73749,167.091,372.308,4.25447,167693
18446.png,0.000188245,9.10423,0.0791321,3.83745e+09,-0.307471,0.979929,493.106,3.44194,420.344,204.351,6.056,54554.8
00331.png,0.000857947,8.43661,0.227936,2.94963e+09,-0.417858,0.993686,295.073,2.9749,254.576,243.947,5.99354,69707.5
10974.png,0.000244949,9.09249,0.0843353,3.75428e+09,-0.317694,0.982313,470.058,3.47347,396.425,192.696,6.08336,51458.6
19961.png,0.000924809,8.69348,0.0953674,1.18707e+09,-0.323223,0.980871,259.76,3.25543,208.634,205.49,5.85254,56997.1
09163.png,0.00269485,7.26159,0.386383,8.76334e+08,-0.570135,0.998352,95.8405,2.08223,85.2902,201.362,5.73659,54621.1
01983.png,0.000348846,8.4312,0.0974274,1.06544e+09,-0.339414,0.98268,117.472,2.90956,87.5817,203.072,5.75985,46337.4
10018.png,0.00054032,8.44584,0.140915,7.46198e+08,-0.359787,0.986625,368.506,3.09459,321.435,164.066,5.82223,37865.2
17504.png,0.000226722,9.02179,0.0936737,2.7721e+09,-0.305764,0.978872,492.616,3.43274,420.561,220.288,5.99665,58257.9
19471.png,0.00160744,7.82314,0.267776,1.76839e+09,-0.488738,0.996562,329.008,2.55079,301.307,259.566,5.84011,87337.9
15957.png,0.00374872,6.87707,0.476364,2.00148e+09,-0.667606,0.999451,71.9778,1.6753,66.536,332.285,5.79597,124303
10020.png,0.000316474,8.59671,0.106369,2.06539e+09,-0.355741,0.986806,213.951,3.01548,176.06,239.918,5.90636,65220
14058.png,0.00165136,8.26581,0.230164,2.30352e+09,-0.442324,0.995025,398.086,2.92094,354.063,245.553,5.97332,82742.8
09967.png,0.000903029,8.36558,0.166229,1.7148e+09,-0.413875,0.993085,459.774,2.94416,416.964,225.657,5.95072,67746.8
03743.png,0.000258584,8.70259,0.066452,5.57708e+08,-0.281374,0.968289,304.25,3.27312,249.901,152.609,5.72911,30497.7
07068.png,0.000650409,8.40454,0.173584,2.85154e+09,-0.411182,0.992977,467.48,2.94651,421.045,293.569,5.96616,103241
12270.png,0.000285586,9.32274,0.055191,4.40374e+09,-0.261997,0.966769,501.18,3.73379,402.339,242.165,6.01228,72407.4
02632.png,0.00102404,8.12679,0.188904,7.87491e+08,-0.415426,0.992347,226.118,2.82889,194.359,156.92,5.80306,42754.5
15071.png,0.00419543,7.83058,0.296661,1.21308e+09,-0.469308,0.995552,446.16,2.7535,406.989,315.831,5.76729,119628
19759.png,0.00126468,7.86679,0.244766,7.16863e+08,-0.478428,0.996153,314.289,2.51352,289.29,148.823,5.84974,36487.8
06769.png,0.00027811,8.68518,0.0979309,2.383e+09,-0.351034,0.986493,263.846,3.08092,221.363,233.564,5.93667,64332.2
13945.png,0.00113814,8.08097,0.27832,3.61765e+09,-0.456059,0.995419,261.523,2.70998,230.781,353.065,5.90743,136274
08255.png,0.000722107,8.39788,0.176758,6.37168e+08,-0.35858,0.986146,415.878,3.08975,364.094,157.202,5.78789,31972.3
02247.png,0.0162261,6.89973,0.431717,4.84963e+08,-0.571056,0.997831,273.599,2.26472,253.701,323.885,5.37422,127700
02646.png,0.000704404,7.96578,0.174042,1.19386e+09,-0.458692,0.995271,115.58,2.46582,98.3035,226.964,5.84065,59054
09797.png,0.0402594,6.91267,0.373947,9.62627e+07,-0.479065,0.9931,240.763,2.6349,211.972,184.035,5.11709,66685.9
18730.png,0.000527758,8.4808,0.1418,2.94811e+09,-0.409071,0.993053,157.891,2.90412,127.302,235.011,6.00308,70793.5
05951.png,0.183336,4.44124,0.659027,6.52676e+07,-0.591163,0.987359,362.132,1.74646,347.244,424.273,3.51613,196477
00236.png,0.00299924,7.16207,0.444931,1.01436e+09,-0.596032,0.998765,153.146,1.99244,142.466,230.464,5.72772,63572.2
12373.png,0.0012986,7.9798,0.229065,1.67318e+09,-0.45801,0.995266,280.265,2.69637,251.567,263.849,5.83192,86026.6
15169.png,0.049983,6.18714,0.510895,6.55872e+07,-0.629675,0.998184,106.406,1.80095,98.7437,150.505,5.03046,49964.8
13194.png,0.168243,4.75873,0.631363,6.55556e+07,-0.573844,0.988592,304.169,1.91223,286.395,381.122,3.69244,175070
11074.png,0.000874142,8.53377,0.15921,2.71545e+09,-0.399983,0.992363,392.512,3.11387,342.814,234.876,6.02152,84274.4
10522.png,0.00136077,7.96818,0.195297,3.28955e+08,-0.39727,0.989587,279.687,2.83151,246.065,122.265,5.65576,29167.5
02125.png,0.000319915,8.64241,0.121841,3.07683e+09,-0.354515,0.98686,172.449,3.02316,135.512,252.181,5.93177,72422.6
00283.png,0.000458607,8.45947,0.156036,1.90324e+09,-0.393758,0.991402,254.225,2.91914,218.038,211.859,5.94536,55949.6
09515.png,0.00141136,7.72732,0.17749,2.42663e+08,-0.411006,0.990136,227.515,2.59826,202.94,131.5,5.53958,25661.4
07301.png,0.000916567,7.99023,0.270203,2.08419e+09,-0.490741,0.996993,294.435,2.50162,268.84,206.24,5.97398,58861.5
19554.png,0.000424192,8.7242,0.0953217,8.37729e+08,-0.322666,0.980951,421.102,3.28912,361.443,163.675,5.87706,42122.6
06913.png,0.0010541,8.18817,0.209488,1.79659e+09,-0.431849,0.994038,254.833,2.82654,221.819,220.539,5.89631,63175.6
08130.png,0.0002274,8.84113,0.0759735,1.29937e+09,-0.30813,0.97814,373.095,3.30133,315.301,177.361,5.89816,40067.4
13353.png,0.000334524,9.03914,0.0939941,3.07412e+09,-0.317604,0.981937,577.271,3.51739,495.864,200.596,6.05399,57005
04060.png,0.00113121,7.71992,0.184174,1.03731e+08,-0.328865,0.974238,263.398,2.85104,229.295,98.981,5.28622,12135.5
03296.png,0.00198408,7.6862,0.295609,9.97292e+08,-0.510276,0.997201,219.87,2.45454,197.255,203.075,5.82988,62084.5
06713.png,0.0115919,6.12171,0.558136,4.14679e+08,-0.651136,0.998561,64.3108,1.6209,59.1527,237.437,5.10737,92244.2
05838.png,0.001829,8.24314,0.219131,2.26777e+09,-0.427792,0.993877,427.801,3.00396,381.296,308.64,5.90375,110822
00136.png,0.0526022,6.82946,0.375504,5.25578e+07,-0.49559,0.99406,160.315,2.45989,140,162.414,5.06279,41650.8
04343.png,0.000595979,8.41536,0.0990753,5.59878e+08,-0.322338,0.97856,261.746,3.13909,215.883,177.91,5.69167,37934.7
11819.png,0.00112831,7.84775,0.282333,2.28735e+09,-0.524637,0.997954,190.575,2.33675,172.616,218.822,6.00102,68105.2
07436.png,0.0372831,6.77883,0.390015,5.53556e+07,-0.530576,0.995992,379.44,2.32406,356.317,135.234,5.16338,32659.6
01211.png,0.00055533,8.58421,0.149658,5.73987e+09,-0.419597,0.994287,295.89,2.94515,257.472,226.517,6.1133,70453.9
03146.png,0.000763485,8.26087,0.0930634,4.60316e+08,-0.298069,0.969822,399.024,3.16189,346.168,221.54,5.52595,54794
00459.png,0.000496427,8.2734,0.135986,1.08195e+09,-0.406244,0.992007,122.883,2.72493,99.3669,177.733,5.87145,47382.1
15750.png,0.0877783,5.62889,0.570602,1.31677e+08,-0.617677,0.996533,283.803,1.84693,269.625,405.858,4.5264,182613
15704.png,0.000586976,8.23541,0.209213,4.20251e+09,-0.461373,0.996107,197.103,2.63735,171.905,248.169,6.03646,74720.4
13730.png,0.000375839,8.66701,0.111343,1.9584e+09,-0.332581,0.982796,298.733,3.29486,243.7,276.436,5.85027,86167
17385.png,0.00136062,7.89668,0.244171,8.36926e+08,-0.476506,0.996126,178.356,2.4966,157.523,157.95,5.85795,37655.9
00210.png,0.0011421,7.71173,0.279587,2.12153e+09,-0.543552,0.998289,84.3773,2.17936,73.7031,192.47,5.9743,56918.8
13297.png,0.000504694,8.48752,0.14563,2.8766e+09,-0.3908,0.991185,139.091,2.90061,109.179,283.025,5.95146,90682.3
05702.png,0.000415238,8.4839,0.13298,3.15908e+09,-0.420163,0.994025,252.581,2.81312,220.914,238.188,6.04964,70992.6
05725.png,0.00097345,7.86761,0.244095,1.49319e+09,-0.470912,0.995747,216.676,2.52509,194.387,235.037,5.81837,68558.3
04002.png,0.000539355,8.34573,0.132263,1.05528e+09,-0.385195,0.989859,242.563,2.93081,207.103,177.356,5.83808,46149
06244.png,0.00121969,7.74851,0.294067,2.1662e+09,-0.528726,0.997931,125.827,2.26085,111.087,241.325,5.93883,71576.7
06335.png,0.00193502,7.90697,0.242706,2.09426e+09,-0.496187,0.997062,80.8292,2.41012,66.0702,274.855,5.9218,90157.8
17449.png,0.00670466,6.75692,0.516327,7.61322e+08,-0.61176,0.998609,205.247,1.97196,190.794,299.266,5.4548,94897.4
16994.png,0.00340919,8.09855,0.24379,1.41352e+09,-0.475345,0.996518,179.847,2.69977,153.408,248.47,5.97157,86131.4
15639.png,0.00104164,7.84836,0.212128,4.97394e+08,-0.447802,0.994178,147.106,2.55624,126.104,135.501,5.74335,26866.2
13682.png,0.00156978,7.86288,0.277252,6.2419e+08,-0.46529,0.995404,250.49,2.65371,222.228,140.09,5.78687,31258.6
16516.png,0.000789904,8.47092,0.201279,1.95354e+09,-0.402924,0.992416,221.722,3.00945,181.488,194.101,5.97156,55994
06885.png,0.0219946,6.77854,0.440704,3.69967e+08,-0.530881,0.995998,260.284,2.48927,233.5,332.026,5.13971,139915
19225.png,0.0025428,7.83516,0.295486,1.91393e+09,-0.499629,0.997066,356.288,2.63751,324.779,267.087,5.88089,102773
08597.png,0.00107411,8.97341,0.0876312,1.32294e+09,-0.277605,0.96951,614.825,3.65966,521.422,209.569,5.86604,62816.1
08234.png,0.00522915,7.02971,0.438629,4.7495e+08,-0.626152,0.999109,126.007,1.84458,118.138,161.413,5.74719,49913.9
16130.png,0.00369439,6.71545,0.538361,8.63003e+08,-0.648433,0.999145,157.574,1.82389,147.506,231.179,5.51687,60046.8
09387.png,0.000582686,8.40547,0.159012,1.24015e+09,-0.379735,0.989427,332.805,3.12127,284.799,183.532,5.86252,51766.4
01049.png,0.0701148,5.38022,0.603317,1.47872e+08,-0.639048,0.996611,234.429,1.76146,222.839,371.161,4.38531,168036
12363.png,0.000161872,9.31187,0.0514221,4.87658e+09,-0.267863,0.969038,630.513,3.75032,526.292,249.692,6.04622,79788.2
09501.png,0.00144636,7.62979,0.342026,5.19014e+09,-0.587759,0.999051,203.52,2.096,189.629,266.671,6.06707,94514.1
07637.png,0.000355399,8.57819,0.122345,1.19402e+09,-0.356716,0.986858,271.224,3.1162,227.309,173.445,5.89279,43723.5
06706.png,0.0086015,6.54803,0.388611,1.11139e+08,-0.560364,0.996726,120.237,1.90114,111.148,132.291,5.21569,35121.9
05374.png,0.00105459,8.19309,0.203629,2.11695e+09,-0.441649,0.994782,241.988,2.75027,211.463,244.377,5.93537,72772.9
04762.png,0.000157803,9.16847,0.0416107,2.67408e+09,-0.258038,0.963505,405.18,3.60112,322.377,282.343,5.91447,90079.3
03507.png,0.000428785,8.49819,0.130264,1.33515e+09,-0.379967,0.989895,288.29,3.0077,247.789,177.051,5.92436,46973.4
11806.png,0.00287945,7.52432,0.357773,2.521e+09,-0.531528,0.997675,130.774,2.46438,110.988,342.431,5.74059,127498
00534.png,0.00238252,7.17116,0.41687,1.49628e+09,-0.593882,0.998737,153.143,2.1297,139.019,229.761,5.74723,85288.5
13732.png,0.000345256,8.6429,0.133194,2.69566e+09,-0.377556,0.990245,299.433,3.00232,258.119,214.436,6.00424,54965.7
14916.png,0.000988066,8.1881,0.209793,9.696e+08,-0.407621,0.991815,259.52,2.85804,224.806,179.044,5.81596,48148.1
18332.png,0.000352922,8.51896,0.148773,8.38401e+09,-0.432348,0.995038,203.565,2.76868,174.879,255.76,6.11703,79527.6
14792.png,0.00139484,7.72451,0.340134,2.89716e+09,-0.540687,0.998231,201.176,2.32018,181.907,244.122,5.95908,73778.1
17189.png,0.000198259,9.0353,0.0802612,2.55352e+09,-0.285146,0.972789,375.747,3.43753,307.232,240.484,5.93747,65599.5
06669.png,0.000509882,8.376,0.178787,2.69177e+09,-0.416352,0.993366,211.061,2.78707,180.608,236.946,5.96891,64622.7
06570.png,0.000215174,9.02761,0.0666046,1.80731e+09,-0.281009,0.971302,452.798,3.50782,376.805,208.409,5.91475,54706.9
13170.png,0.00159211,8.55568,0.173904,1.12433e+09,-0.379208,0.990057,373.726,3.21748,317.825,166.376,5.94415,41728.3
12049.png,0.0100997,6.97897,0.416412,2.00865e+08,-0.562678,0.997722,148.689,2.25127,132.731,129.44,5.44716,35784.2
07757.png,0.00535396,6.48022,0.503372,6.37435e+08,-0.63305,0.99868,48.6865,1.84096,42.6852,243.045,5.31435,69699.3
06259.png,0.00107203,7.91321,0.258865,3.28943e+09,-0.508639,0.997546,177.213,2.47793,157.058,269.933,5.98312,91127.8
08944.png,0.000268941,9.16739,0.0898438,3.65119e+09,-0.298246,0.977894,605.485,3.60577,515.705,204.562,6.05992,57678.9
19148.png,0.00294855,7.44964,0.246048,1.34503e+08,-0.430313,0.990948,240.89,2.56557,216.066,113.592,5.4248,20286.9
02609.png,0.000564587,8.76942,0.140686,5.65545e+09,-0.376148,0.990607,303.572,3.19951,252.466,282.706,6.0812,97351.4
07428.png,0.0494559,5.68423,0.530029,9.62535e+07,-0.58404,0.995121,247.404,1.95064,233.703,200.813,4.52901,82537.2
08494.png,0.0566781,6.51667,0.441925,5.73024e+07,-0.56892,0.996989,182.591,2.10667,168.536,167.148,5.07942,49353
08136.png,0.000695066,8.52244,0.150787,3.22467e+09,-0.414969,0.993719,286.286,2.97622,246.461,203.285,6.05669,57767.5
05773.png,0.000201534,8.93976,0.0656128,8.28614e+08,-0.24733,0.955676,485.312,3.61355,399.956,193.47,5.73402,45518.7
15305.png,0.00123283,8.06532,0.210693,1.93385e+09,-0.45797,0.995489,252.381,2.70166,223.04,292.809,5.90847,100404
06198.png,0.00196149,8.47559,0.147781,1.35629e+09,-0.372032,0.988692,389.054,3.16027,337.381,244.42,5.87382,75066.4
13857.png,0.000311177,8.73657,0.0898895,1.48197e+09,-0.325107,0.981643,444.376,3.26318,384.904,197.589,5.8895,50142.3
00765.png,0.0122847,7.59634,0.3293,5.12501e+08,-0.48759,0.995974,489.097,2.69277,451.084,284.061,5.62906,106910
02887.png,0.000600811,8.69483,0.119217,2.65051e+09,-0.356305,0.987413,421.762,3.27235,362.378,232.792,5.9655,77308.1
19567.png,0.000827221,8.85865,0.112152,1.99169e+09,-0.322291,0.981794,428.243,3.41849,359.452,248.953,5.95465,76939.6
08190.png,0.00079267,7.86716,0.211319,1.99899e+09,-0.489388,0.99669,201.475,2.46107,181.927,224.323,5.88561,64178.6
09745.png,0.00324805,8.08784,0.204544,1.05067e+09,-0.416072,0.992261,146.389,2.85397,117.536,254.534,5.76088,82810.1
09858.png,0.000627596,8.51947,0.130875,1.17873e+09,-0.338496,0.983063,472.207,3.24529,413.401,203.542,5.79425,57556.9
13606.png,0.00360314,7.18413,0.355255,5.02062e+08,-0.577306,0.998416,65.1631,1.98062,57.6456,169.312,5.7153,50179.5
09959.png,0.000670679,8.64316,0.145462,3.91446e+09,-0.389863,0.991701,341.22,3.09462,293.38,261.072,6.0384,83179.2
04569.png,0.00106925,7.94662,0.244537,1.43418e+09,-0.486194,0.996706,284.269,2.54682,258.655,194.693,5.93161,63618.1
19146.png,0.00041789,8.76995,0.123032,3.82533e+09,-0.365048,0.989126,368.819,3.221,314.837,238.221,6.03666,70644.4
14115.png,0.000340821,8.79634,0.109421,3.02305e+09,-0.343149,0.98571,354.083,3.26415,298.996,245.454,5.97821,73362.1
04693.png,0.00198061,8.09289,0.222214,7.68954e+08,-0.431051,0.99365,300.868,2.85563,264.35,172.12,5.83628,50785
14811.png,0.00514626,6.91358,0.445374,1.21271e+09,-0.610083,0.998752,198.286,2.02611,184.416,343.656,5.61421,136142
16171.png,0.0514444,7.1902,0.344559,8.06683e+07,-0.451228,0.991839,402.491,2.83537,360.696,191.157,5.16954,62956.4
19991.png,0.000827969,8.3997,0.128647,3.56634e+08,-0.32598,0.979346,418.818,3.274,359.048,125.575,5.69496,26878.3
19468.png,0.000587489,8.82401,0.160919,4.09267e+09,-0.355981,0.988034,548.187,3.3503,476.551,261.851,6.03352,81960.7
02623.png,0.000605275,8.67515,0.162354,3.65227e+09,-0.379032,0.990562,392.43,3.21265,335.625,269.023,6.02915,87284.5
15735.png,0.000197119,9.04855,0.0878143,2.77332e+09,-0.293408,0.975552,410.588,3.4413,340.534,241.883,5.97255,66280.6
03789.png,0.000737714,8.25255,0.221771,2.75913e+09,-0.454878,0.995782,295.061,2.74029,262.965,213.468,6.01111,63938.5
03145.png,0.00934588,6.16838,0.530838,4.20084e+08,-0.606126,0.997516,121.031,1.78907,113.025,299.117,5.0122,99953.9
15958.png,0.00222984,7.75759,0.23468,6.56639e+08,-0.453575,0.994298,281.342,2.71687,251.396,170.509,5.69497,51857.1
01933.png,0.000999947,8.5009,0.177994,1.20639e+09,-0.374929,0.989224,681.722,3.23442,612.767,174.32,5.90656,50982.2
13702.png,0.000261661,9.04176,0.126419,8.14999e+09,-0.331511,0.98493,435.041,3.44523,360.998,257.416,6.09715,78370.7
00300.png,0.0237706,5.73634,0.553513,2.71725e+07,-0.66407,0.998238,32.1801,1.45107,29.5845,66.4133,4.85008,11012.7
19653.png,0.00609554,6.98707,0.408737,7.58832e+08,-0.583264,0.998294,158.753,2.08323,146.346,276.764,5.5217,91742.6
15286.png,0.000460813,8.36372,0.168533,1.59161e+09,-0.400255,0.991738,136.157,2.82885,108.545,199.074,5.90666,46960.2
01239.png,0.00116709,7.99154,0.233856,8.57256e+08,-0.449407,0.994739,254.778,2.65922,225.63,161.954,5.83526,41528.8
11976.png,0.00463812,7.44084,0.33403,4.7036e+08,-0.507532,0.996574,382.282,2.46912,353.372,180.766,5.65416,63804.5
18507.png,0.0012623,7.71646,0.250626,6.89128e+08,-0.457918,0.99449,128.572,2.53965,108.244,190.407,5.67198,46217.1
09295.png,0.000432268,8.38982,0.103699,8.16361e+08,-0.31753,0.977066,121.805,2.973,89.6501,211.451,5.66536,47993.9
11156.png,0.00742233,6.39331,0.576492,1.54005e+08,-0.661746,0.999045,143.663,1.61406,136.82,118.027,5.34769,20538.4
06625.png,0.000486737,8.46427,0.152969,3.41592e+09,-0.41275,0.993334,393.51,2.90032,352.908,238.901,6.00715,68037.1
13376.png,0.000883543,7.75683,0.215073,2.17116e+09,-0.492268,0.996584,32.9923,2.24428,23.687,276.402,5.82812,83704.5
01379.png,0.0496329,7.15783,0.336868,4.38451e+07,-0.445188,0.991064,706.162,2.84013,656.37,132.02,5.15293,34979.6
01991.png,0.00061819,8.28174,0.134888,9.84423e+08,-0.380237,0.988873,208.569,2.93378,174.327,199.589,5.77989,57612.3
01771.png,0.000394796,8.90105,0.12529,7.8181e+09,-0.360424,0.989077,481.249,3.28466,418.324,299.586,6.11049,107908
07456.png,0.000713971,8.05486,0.281174,3.02855e+09,-0.49963,0.997458,372.155,2.52511,343.436,185.663,6.04359,48637.9
04296.png,0.00033875,8.94595,0.0962219,3.3715e+09,-0.309937,0.979406,410.846,3.47533,339.08,275.174,5.95622,89436
15437.png,0.00371983,7.91683,0.236145,1.14734e+09,-0.458006,0.995092,126.693,2.72034,102.692,250.611,5.77628,87902.9
17970.png,0.120812,4.88331,0.638748,8.62792e+07,-0.629364,0.994059,187.446,1.7012,177.363,364.56,3.92862,165467
01176.png,0.0168749,5.80141,0.447906,1.52127e+07,-0.526329,0.991664,105.225,1.9,96.3023,47.5938,4.57851,7870.59
10180.png,0.000971134,7.76208,0.239243,9.7296e+08,-0.465129,0.995107,75.4121,2.39166,61.4413,214.172,5.73684,50781.2
05327.png,0.000404575,8.70562,0.115494,3.69562e+09,-0.373844,0.990034,459.612,3.14306,405.982,244.651,6.04022,80671.8
19880.png,0.00875664,6.13353,0.507935,4.46121e+08,-0.615483,0.997721,75.7671,1.66922,70.0318,318.865,5.06061,108958
16536.png,0.000396107,8.56581,0.117477,2.079e+09,-0.371002,0.988988,217.929,2.99969,180.484,224.652,5.93954,62529.6
07285.png,0.00256173,7.70673,0.303864,2.37817e+09,-0.522252,0.997665,322.647,2.60833,292.491,288.486,5.86434,112511
12536.png,0.00651868,6.57417,0.43605,8.94457e+08,-0.568404,0.997126,52.0781,2.03833,43.8281,351.526,5.2014,136785
03280.png,0.000502675,8.35409,0.180786,3.95241e+09,-0.42498,0.994011,173.338,2.76718,145.303,261.094,5.98615,81121.5
03680.png,0.000369877,8.96512,0.118988,5.81274e+09,-0.351923,0.988102,528.12,3.38333,458.14,215.059,6.12707,67027.4
02063.png,0.000599028,8.35289,0.15184,5.13967e+08,-0.340968,0.982485,286.661,3.09606,241.213,157.354,5.69781,30626.8
01442.png,0.00159775,8.04282,0.227203,2.45718e+09,-0.469829,0.996112,213.501,2.67532,187.535,282.104,5.91982,98861.8
03794.png,0.000483243,8.7842,0.145844,3.60082e+09,-0.35776,0.98811,389.584,3.34101,326.433,258.395,6.01502,77609.5
18013.png,0.00906679,6.9255,0.420181,6.28807e+08,-0.566664,0.99775,265.996,2.17408,248.46,318.578,5.42914,113160
06009.png,0.00450716,7.23147,0.307144,2.96785e+08,-0.462882,0.993132,130.601,2.45068,113.256,204.466,5.35939,46163.7
15814.png,0.00499626,7.35146,0.405777,8.54335e+08,-0.549742,0.997948,228.38,2.34842,208.573,263.621,5.67075,79415.5
15512.png,0.000370428,8.60766,0.162247,1.4918e+10,-0.427172,0.994915,296.403,2.89793,259.408,256.49,6.15397,82155
08178.png,0.000191482,9.28859,0.0860138,8.34904e+09,-0.289323,0.97622,880.218,3.72275,769.318,266.353,6.10981,86152.5
05239.png,0.0262286,6.39136,0.445572,2.38862e+08,-0.574788,0.996912,186.343,1.98163,174.777,298.777,5.05715,119360
02753.png,0.00156883,8.25369,0.163788,9.39832e+08,-0.367577,0.98682,171.539,2.97715,137.218,220.703,5.70934,60438.8
07524.png,0.00291703,7.62468,0.246307,3.09778e+08,-0.460536,0.994355,161.899,2.55356,140.29,148.321,5.63177,39508.8
10077.png,0.00068462,8.98901,0.130905,1.80157e+09,-0.296763,0.976083,590.938,3.65644,493.443,223.767,5.9428,59672.7
