STEP, TIME, CPUS, MULTIPLEDOMAIN, HIGHESTTIMEBIN, CPU_ALL1, CPU_ALL2, CPU_ALL3, CPU_TREE1, CPU_TREE2, CPU_TREE3, CPU_TREEBUILD1, CPU_TREEBUILD2, CPU_TREEBUILD3, CPU_TREEBUILD_INSERT1, CPU_TREEBUILD_INSERT2, CPU_TREEBUILD_INSERT3, CPU_TREEBUILD_BRANCHES1, CPU_TREEBUILD_BRANCHES2, CPU_TREEBUILD_BRANCHES3, CPU_TREEBUILD_TOPLEVEL1, CPU_TREEBUILD_TOPLEVEL2, CPU_TREEBUILD_TOPLEVEL3, CPU_TREEFORCE1, CPU_TREEFORCE2, CPU_TREEFORCE3, CPU_TREEWALK1, CPU_TREEWALK2, CPU_TREEWALK3, CPU_TREEIMBALANCE1, CPU_TREEIMBALANCE2, CPU_TREEIMBALANCE3, CPU_TREEFETCH1, CPU_TREEFETCH2, CPU_TREEFETCH3, CPU_TREESTACK1, CPU_TREESTACK2, CPU_TREESTACK3, CPU_NGBTREEUPDATEVEL1, CPU_NGBTREEUPDATEVEL2, CPU_NGBTREEUPDATEVEL3, CPU_NGBTREEUPDATEMAXHSML1, CPU_NGBTREEUPDATEMAXHSML2, CPU_NGBTREEUPDATEMAXHSML3, CPU_SPH1, CPU_SPH2, CPU_SPH3, CPU_DENSITY1, CPU_DENSITY2, CPU_DENSITY3, CPU_DENSWALK1, CPU_DENSWALK2, CPU_DENSWALK3, CPU_DENSFETCH1, CPU_DENSFETCH2, CPU_DENSFETCH3, CPU_DENSIMBALANCE1, CPU_DENSIMBALANCE2, CPU_DENSIMBALANCE3, CPU_HYDRO1, CPU_HYDRO2, CPU_HYDRO3, CPU_HYDROWALK1, CPU_HYDROWALK2, CPU_HYDROWALK3, CPU_HYDROFETCH1, CPU_HYDROFETCH2, CPU_HYDROFETCH3, CPU_HYDROIMBALANCE1, CPU_HYDROIMBALANCE2, CPU_HYDROIMBALANCE3, CPU_DOMAIN1, CPU_DOMAIN2, CPU_DOMAIN3, CPU_PEANO1, CPU_PEANO2, CPU_PEANO3, CPU_DRIFTS1, CPU_DRIFTS2, CPU_DRIFTS3, CPU_TIMELINE1, CPU_TIMELINE2, CPU_TIMELINE3, CPU_TREE_TIMESTEPS1, CPU_TREE_TIMESTEPS2, CPU_TREE_TIMESTEPS3, CPU_SNAPSHOT1, CPU_SNAPSHOT2, CPU_SNAPSHOT3, CPU_LOGS1, CPU_LOGS2, CPU_LOGS3, CPU_RESTART1, CPU_RESTART2, CPU_RESTART3, CPU_MISC1, CPU_MISC2, CPU_MISC3, 
0, 0, 8, 20, 0.701037, 0.701037, 100.000000, 0.637499, 0.637499, 90.936591, 0.006348, 0.006348, 0.905476, 0.005015, 0.005015, 0.715327, 0.000280, 0.000280, 0.039947, 0.000301, 0.000301, 0.042924, 0.630979, 0.630979, 90.006644, 0.487467, 0.487467, 69.535194, 0.142792, 0.142792, 20.368731, 0.000177, 0.000177, 0.025195, 0.000543, 0.000543, 0.077524, 0.000005, 0.000005, 0.000675, 0.000007, 0.000007, 0.000943, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.021858, 0.021858, 3.118023, 0.002319, 0.002319, 0.330728, 0.001643, 0.001643, 0.234408, 0.000214, 0.000214, 0.030564, 0.000000, 0.000000, 0.000000, 0.013827, 0.013827, 1.972314, 0.000341, 0.000341, 0.048598, 0.000000, 0.000000, 0.000000, 0.023325, 0.023325, 3.327154, 
1, 0.00146484, 8, 18, 0.083107, 0.784144, 100.000000, 0.076268, 0.713767, 91.024980, 0.002114, 0.008461, 1.079069, 0.001566, 0.006580, 0.839159, 0.000133, 0.000413, 0.052635, 0.000140, 0.000441, 0.056202, 0.074019, 0.704999, 89.906836, 0.065339, 0.552806, 70.498094, 0.008631, 0.151423, 19.310613, 0.000024, 0.000200, 0.025544, 0.000026, 0.000569, 0.072585, 0.000021, 0.000026, 0.003301, 0.000005, 0.000012, 0.001480, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.005030, 0.026889, 3.429066, 0.000603, 0.002922, 0.372630, 0.000717, 0.002360, 0.300944, 0.000028, 0.000242, 0.030882, 0.000000, 0.000000, 0.000000, 0.000000, 0.013827, 1.763279, 0.000151, 0.000492, 0.062713, 0.000000, 0.000000, 0.000000, 0.000284, 0.023608, 3.010725, 
2, 0.00292969, 8, 19, 0.140850, 0.924993, 100.000000, 0.133935, 0.847701, 91.644016, 0.002231, 0.010692, 1.155923, 0.001517, 0.008098, 0.875420, 0.000130, 0.000543, 0.058709, 0.000146, 0.000587, 0.063421, 0.131649, 0.836648, 90.449028, 0.112983, 0.665790, 71.977776, 0.018385, 0.169808, 18.357712, 0.000167, 0.000367, 0.039667, 0.000114, 0.000683, 0.073873, 0.000054, 0.000080, 0.008618, 0.000004, 0.000016, 0.001715, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.004856, 0.031745, 3.431917, 0.000589, 0.003511, 0.379546, 0.000909, 0.003269, 0.353421, 0.000028, 0.000270, 0.029239, 0.000000, 0.000000, 0.000000, 0.000000, 0.013827, 1.494783, 0.000150, 0.000642, 0.069429, 0.000000, 0.000000, 0.000000, 0.000324, 0.023933, 2.587316, 
3, 0.00439453, 8, 18, 0.085656, 1.010650, 100.000000, 0.078785, 0.926487, 91.672355, 0.002245, 0.012938, 1.280123, 0.001559, 0.009656, 0.955443, 0.000132, 0.000675, 0.066769, 0.000133, 0.000720, 0.071218, 0.076476, 0.913124, 90.350128, 0.065065, 0.730855, 72.315308, 0.011380, 0.181188, 17.927864, 0.000011, 0.000377, 0.037346, 0.000020, 0.000704, 0.069609, 0.000021, 0.000101, 0.009999, 0.000004, 0.000020, 0.001999, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.005109, 0.036854, 3.646525, 0.000583, 0.004094, 0.405047, 0.000675, 0.003944, 0.390232, 0.000028, 0.000299, 0.029572, 0.000000, 0.000000, 0.000000, 0.000000, 0.013827, 1.368094, 0.000154, 0.000796, 0.078768, 0.000000, 0.000000, 0.000000, 0.000297, 0.024229, 2.397408, 
4, 0.00585938, 8, 20, 0.216428, 1.227078, 100.000000, 0.207556, 1.134043, 92.418175, 0.002200, 0.015137, 1.233622, 0.001567, 0.011223, 0.914609, 0.000133, 0.000807, 0.065798, 0.000135, 0.000855, 0.069688, 0.205308, 1.118432, 91.145951, 0.171837, 0.902692, 73.564360, 0.033409, 0.214597, 17.488442, 0.000007, 0.000384, 0.031321, 0.000055, 0.000759, 0.061828, 0.000057, 0.000158, 0.012848, 0.000005, 0.000025, 0.002050, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.006377, 0.043230, 3.523034, 0.000607, 0.004701, 0.383069, 0.001242, 0.005185, 0.422587, 0.000030, 0.000329, 0.026773, 0.000000, 0.000000, 0.000000, 0.000000, 0.013827, 1.126795, 0.000133, 0.000929, 0.075739, 0.000000, 0.000000, 0.000000, 0.000422, 0.024651, 2.008930, 
5, 0.00732422, 8, 18, 0.092072, 1.319150, 100.000000, 0.085317, 1.219360, 92.435275, 0.002269, 0.017407, 1.319524, 0.001594, 0.012817, 0.971573, 0.000131, 0.000938, 0.071126, 0.000132, 0.000987, 0.074811, 0.082999, 1.201431, 91.076135, 0.070279, 0.972971, 73.757428, 0.012705, 0.227302, 17.230928, 0.000001, 0.000386, 0.029224, 0.000014, 0.000772, 0.058556, 0.000016, 0.000174, 0.013171, 0.000005, 0.000030, 0.002256, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.005028, 0.048259, 3.658314, 0.000588, 0.005289, 0.400922, 0.000656, 0.005841, 0.442805, 0.000030, 0.000359, 0.027196, 0.000000, 0.000000, 0.000000, 0.000000, 0.013827, 1.048148, 0.000156, 0.001085, 0.082243, 0.000000, 0.000000, 0.000000, 0.000276, 0.024928, 1.889670, 
6, 0.00878906, 8, 19, 0.141394, 1.460544, 100.000000, 0.134105, 1.353464, 92.668506, 0.002104, 0.019511, 1.335856, 0.001523, 0.014340, 0.981814, 0.000131, 0.001069, 0.073205, 0.000123, 0.001110, 0.075991, 0.131954, 1.333385, 91.293701, 0.113590, 1.086561, 74.394236, 0.018331, 0.245633, 16.817888, 0.000001, 0.000387, 0.026475, 0.000032, 0.000805, 0.055102, 0.000030, 0.000204, 0.013949, 0.000004, 0.000034, 0.002343, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.005232, 0.053491, 3.662398, 0.000632, 0.005920, 0.405362, 0.000890, 0.006732, 0.460903, 0.000030, 0.000389, 0.026610, 0.000000, 0.000000, 0.000000, 0.000000, 0.013827, 0.946678, 0.000145, 0.001230, 0.084192, 0.000000, 0.000000, 0.000000, 0.000326, 0.025254, 1.729060, 
7, 0.0102539, 8, 18, 0.086627, 1.547172, 100.000000, 0.079985, 1.433450, 92.649708, 0.002054, 0.021565, 1.393804, 0.001530, 0.015870, 1.025727, 0.000128, 0.001197, 0.077372, 0.000126, 0.001236, 0.079901, 0.077869, 1.411253, 91.215062, 0.066002, 1.152562, 74.494796, 0.011851, 0.257484, 16.642219, 0.000001, 0.000388, 0.025064, 0.000015, 0.000820, 0.052982, 0.000030, 0.000234, 0.015112, 0.000004, 0.000039, 0.002497, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.004840, 0.058331, 3.770195, 0.000595, 0.006516, 0.421139, 0.000709, 0.007441, 0.480941, 0.000029, 0.000418, 0.026997, 0.000000, 0.000000, 0.000000, 0.000000, 0.013827, 0.893672, 0.000144, 0.001374, 0.088817, 0.000000, 0.000000, 0.000000, 0.000289, 0.025543, 1.650923, 
8, 0.0117188, 8, 20, 0.216073, 1.763244, 100.000000, 0.208834, 1.642284, 93.139873, 0.002091, 0.023655, 1.341585, 0.001536, 0.017406, 0.987168, 0.000128, 0.001325, 0.075171, 0.000133, 0.001369, 0.077643, 0.206693, 1.617946, 91.759600, 0.169830, 1.322392, 74.997672, 0.036815, 0.294298, 16.690734, 0.000001, 0.000389, 0.022059, 0.000047, 0.000866, 0.049135, 0.000080, 0.000314, 0.017825, 0.000004, 0.000043, 0.002423, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.004795, 0.063126, 3.580126, 0.000595, 0.007111, 0.403286, 0.001216, 0.008657, 0.490976, 0.000029, 0.000446, 0.025314, 0.000000, 0.000000, 0.000000, 0.000000, 0.013827, 0.784159, 0.000128, 0.001502, 0.085191, 0.000000, 0.000000, 0.000000, 0.000392, 0.025934, 1.470827, 
9, 0.0131836, 8, 18, 0.079846, 1.843090, 100.000000, 0.073119, 1.715402, 93.072095, 0.002120, 0.025775, 1.398484, 0.001541, 0.018948, 1.028037, 0.000142, 0.001467, 0.079607, 0.000127, 0.001496, 0.081152, 0.070938, 1.688884, 91.633299, 0.064470, 1.386862, 75.246571, 0.006452, 0.300750, 16.317728, 0.000001, 0.000390, 0.021158, 0.000015, 0.000882, 0.047841, 0.000016, 0.000331, 0.017937, 0.000005, 0.000048, 0.002591, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.005024, 0.068150, 3.697593, 0.000602, 0.007713, 0.418466, 0.000638, 0.009295, 0.504303, 0.000030, 0.000476, 0.025840, 0.000000, 0.000000, 0.000000, 0.000000, 0.013827, 0.750188, 0.000146, 0.001648, 0.089411, 0.000000, 0.000000, 0.000000, 0.000267, 0.026201, 1.421575, 
